"","Period.","Teilbrutto.EURO.","publisher","journal","ISSN.1","ISSN.2","DOI"
"235",2013,"1146,23","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0078758"
"236",2013,"1146,23","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0078781"
"237",2013,"1146,23","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0078966"
"238",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0079406"
"239",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0079487"
"240",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0079600"
"241",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0079796"
"242",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0080335"
"243",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0080910"
"244",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0080945"
"245",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0081094"
"246",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0081517"
"247",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0081518"
"248",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0081687"
"249",2013,"1150,8","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0081936"
"250",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0082473"
"251",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0082605"
"252",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0083218"
"253",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0083570"
"254",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0083840"
"255",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0083870"
"256",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084037"
"257",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084085"
"258",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084196"
"259",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084461"
"260",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084560"
"261",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084592"
"262",2013,"1130,07","Public Library of Science (PLoS)","PLoS ONE","1932-6203",NA,"10.1371/journal.pone.0084914"
"263",2013,"2002,32","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003177"
"264",2013,"2015,07","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003221"
"265",2013,"2015,07","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003245"
"266",2013,"2015,07","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003281"
"267",2013,"2015,07","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003303"
"268",2013,"1918","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003503"
"269",2013,"1909,94","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003663"
"270",2013,"1883,45","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003866"
"271",2013,"1883,45","Public Library of Science (PLoS)","PLoS Pathogens","1553-7374",NA,"10.1371/journal.ppat.1003881"
