Institution,"Period","EURO","publisher","journal_full_title","issn","issn_print","issn_electronic","doi","indexed_in_CrossRef","pmid","pmcid","base.url","record.id","ut","DOAJ","license_ref"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Neuroscience","1662-453X","NA","1662-453X","10.3389/fnins.2014.00066","TRUE",24795548,"PMC3997040","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Neuroscience","1662-453X","NA","1662-453X","10.3389/fnins.2014.00137","TRUE",24926232,"PMC4044900","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Neuroscience","1662-453X","NA","1662-453X","10.3389/fnins.2014.00146","TRUE",24982611,"PMC4059044","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Integrative Neuroscience","1662-5145","NA","1662-5145","10.3389/fnint.2013.00052","TRUE",23882195,"PMC3715717","NA","NA","NA","TRUE","NA"
MPG,2014,"887.04","Frontiers Media SA","Frontiers in Integrative Neuroscience","1662-5145","NA","1662-5145","10.3389/fnint.2014.00070","TRUE",25309357,"PMC4160974","NA","NA","NA","TRUE","NA"
MPG,2012,"887.04","Frontiers Media SA","Frontiers in Molecular Neuroscience","1662-5099","NA","1662-5099","10.3389/fnmol.2012.00022","TRUE",22375105,"PMC3285882","NA","NA","NA","TRUE","NA"
MPG,2014,"662.4","Frontiers Media SA","Frontiers in Molecular Neuroscience","1662-5099","NA","1662-5099","10.3389/fnmol.2013.00051","TRUE",24399929,"PMC3871958","NA","NA","NA","TRUE","NA"
MPG,2014,"662.4","Frontiers Media SA","Frontiers in Molecular Neuroscience","1662-5099","NA","1662-5099","10.3389/fnmol.2014.00037","TRUE",24847206,"PMC4021145","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Molecular Neuroscience","1662-5099","NA","1662-5099","10.3389/fnmol.2014.00088","TRUE",25477779,"PMC4235368","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Synaptic Neuroscience","1663-3563","NA","1663-3563","10.3389/fnsyn.2012.00004","TRUE",23133416,"PMC3489244","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2012.00013","TRUE",22470320,"PMC3308143","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2012.00026","TRUE",22539918,"PMC3336196","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2012.00030","TRUE",22582039,"PMC3348723","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2012.00037","TRUE",22623914,"PMC3353266","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2013.00116","TRUE",24399939,"PMC3871967","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2014.00108","FALSE",25009473,"PMC4068003","NA","NA","NA","FALSE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137","NA","1662-5137","10.3389/fnsys.2014.00223","TRUE",25505390,"PMC4243503","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Pharmacology","1663-9812","NA","1663-9812","10.3389/fphar.2012.00032","TRUE",22408620,"PMC3296958","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2012.00339","TRUE",22969728,"PMC3432516","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00065","TRUE",23576990,"PMC3617400","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00066","TRUE",23576991,"PMC3616240","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00124","TRUE",23760067,"PMC3671203","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00173","TRUE",23874301,"PMC3709100","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00192","TRUE",23986714,"PMC3753017","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2013.00201","TRUE",23966943,"PMC3743135","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Physiology","1664-042X","NA","1664-042X","10.3389/fphys.2014.00059","TRUE",24600405,"PMC3929855","NA","NA","NA","TRUE","NA"
MPG,2011,"1036.8","Frontiers Media SA","Frontiers in Plant Science","1664462X","NA","1664462X","10.3389/fpls.2011.00101","TRUE",22639623,"PMC3355722","NA","NA","NA","FALSE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00009","TRUE",22639636,"PMC3355604","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00083","TRUE",22645599,"PMC3355730","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00112","TRUE",22701461,"PMC3371617","NA","NA","NA","TRUE","NA"
MPG,2012,"1474.56","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00114","TRUE",22876250,"PMC3410613","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00132","TRUE",22723801,"PMC3378073","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00192","TRUE",22952468,"PMC3429886","NA","NA","NA","TRUE","NA"
MPG,2012,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00207","TRUE",22973286,"PMC3433687","NA","NA","NA","TRUE","NA"
MPG,2012,"1474.56","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00217","TRUE",23056002,"PMC3457008","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00248","TRUE",23162560,"PMC3492870","NA","NA","NA","TRUE","NA"
MPG,2012,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00249","TRUE",23162561,"PMC3499770","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00267","TRUE",23227029,"PMC3514617","NA","NA","NA","TRUE","NA"
MPG,2012,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2012.00272","TRUE",23233858,"PMC3516803","NA","NA","NA","TRUE","NA"
MPG,2013,"1474.56","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00003","TRUE",23355842,"PMC3555133","NA","NA","NA","TRUE","NA"
MPG,2013,2304,"Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00025","TRUE",23450762,"PMC3583035","NA","NA","NA","TRUE","NA"
MPG,2013,"1474.56","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00062","TRUE",23543266,"PMC3608921","NA","NA","NA","TRUE","NA"
MPG,2013,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00198","TRUE",23785378,"PMC3682129","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00219","TRUE",23805150,"PMC3691544","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00308","TRUE",23950759,"PMC3738876","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664462X","NA","1664462X","10.3389/fpls.2013.00351","TRUE",24058365,"PMC3766854","NA","NA","NA","FALSE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00403","TRUE",24146667,"PMC3797954","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00407","TRUE",24187546,"PMC3807578","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00423","TRUE",24294214,"PMC3827546","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00439","TRUE",24312104,"PMC3832843","NA","NA","NA","TRUE","NA"
MPG,2014,"1474.56","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2013.00540","TRUE",24400017,"PMC3872036","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00038","TRUE",24592268,"PMC3923160","NA","NA","NA","TRUE","NA"
MPG,2014,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00065","TRUE",24616730,"PMC3933923","NA","NA","NA","TRUE","NA"
MPG,2014,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00075","TRUE",24672529,"PMC3955873","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00164","TRUE",24817870,"PMC4012189","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00182","TRUE",24847340,"PMC4021140","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00188","TRUE",24860580,"PMC4026699","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00417","TRUE",25206356,"PMC4143963","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00423","TRUE",25202320,"PMC4142988","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00485","TRUE",25324847,"PMC4179769","NA","NA","NA","TRUE","NA"
MPG,2014,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00491","TRUE",25285097,"PMC4168813","NA","NA","NA","TRUE","NA"
MPG,2014,"887.04","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00516","TRUE",25339963,"PMC4186278","NA","NA","NA","TRUE","NA"
MPG,2014,"662.4","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00552","TRUE",25360142,"PMC4197682","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00609","TRUE",25426126,"PMC4227481","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Plant Science","1664-462X","NA","1664-462X","10.3389/fpls.2014.00697","TRUE",25538725,"PMC4260477","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2011.00384","TRUE",22279438,"PMC3260530","NA","NA","NA","TRUE","NA"
MPG,2011,"1036.8","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2011.00394","TRUE",22291672,"PMC3253411","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00018","TRUE",22347203,"PMC3273718","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00039","TRUE",22363310,"PMC3282304","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00074","TRUE",22457657,"PMC3307377","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00101","TRUE",22493588,"PMC3318184","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00146","TRUE",22623920,"PMC3353260","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00150","TRUE",22654775,"PMC3358692","NA","NA","NA","TRUE","NA"
MPG,2012,"933.12","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00173","TRUE",22707943,"PMC3374477","NA","NA","NA","TRUE","NA"
MPG,2012,"1036.8","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00187","TRUE",22701443,"PMC3372880","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00190","TRUE",22715332,"PMC3375653","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00212","TRUE",22787451,"PMC3391959","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00243","TRUE",22822403,"PMC3398397","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00252","TRUE",22833732,"PMC3400440","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00255","TRUE",22855679,"PMC3405657","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00271","TRUE",22908000,"PMC3415701","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00321","TRUE",22973252,"PMC3437462","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00335","TRUE",23162481,"PMC3498888","NA","NA","NA","TRUE","NA"
MPG,2012,"995.33","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00370","TRUE",23060838,"PMC3459021","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00376","TRUE",23112776,"PMC3483054","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00448","TRUE",23130004,"PMC3487416","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00479","TRUE",23162513,"PMC3492798","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00485","TRUE",23181037,"PMC3503482","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00491","TRUE",23162523,"PMC3498964","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00523","TRUE",23248607,"PMC3518874","NA","NA","NA","TRUE","NA"
MPG,2012,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00539","TRUE",23230426,"PMC3515765","NA","NA","NA","TRUE","NA"
MPG,2012,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00543","TRUE",23248608,"PMC3521129","NA","NA","NA","TRUE","NA"
MPG,2012,"662.4","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2012.00582","TRUE",23293620,"PMC3531608","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00002","TRUE",23346071,"PMC3549545","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00010","TRUE",23386837,"PMC3560350","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00025","TRUE",23404161,"PMC3567457","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00061","TRUE",23422904,"PMC3574973","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00089","TRUE",23459765,"PMC3586677","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00142","TRUE",23847580,"PMC3706726","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00142","TRUE",23630505,"PMC3621230","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00148","TRUE",23554598,"PMC3612694","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00266","TRUE",23717296,"PMC3651958","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00272","TRUE",23734134,"PMC3659315","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00316","TRUE",23760158,"PMC3669748","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00321","TRUE",23761776,"PMC3671174","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00345","TRUE",23801973,"PMC3689289","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00368","TRUE",23805116,"PMC3691551","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00387","TRUE",23847563,"PMC3701141","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00397","TRUE",23847571,"PMC3701805","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00441","TRUE",23966961,"PMC3744871","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00528","TRUE",23966967,"PMC3744873","NA","NA","NA","TRUE","NA"
MPG,2013,"1474.56","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00534","TRUE",23970873,"PMC3747440","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00603","TRUE",24062706,"PMC3769623","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00645","TRUE",24065946,"PMC3778315","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00646","TRUE",24151472,"PMC3784771","NA","NA","NA","TRUE","NA"
MPG,2013,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00752","TRUE",24155731,"PMC3800843","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00801","TRUE",24204351,"PMC3816314","NA","NA","NA","TRUE","NA"
MPG,2013,"887.04","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00891","TRUE",24391606,"PMC3866909","NA","NA","NA","TRUE","NA"
MPG,2013,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00921","TRUE",24368905,"PMC3857889","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00962","TRUE",24391621,"PMC3870294","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2013.00987","TRUE",24427149,"PMC3877766","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00041","TRUE",24550865,"PMC3912435","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00152","TRUE",24634665,"PMC3942634","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00208","TRUE",24672499,"PMC3957420","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00261","TRUE",24734025,"PMC3975119","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00321","TRUE",24795674,"PMC4001018","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00437","TRUE",24910622,"PMC4038950","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00480","TRUE",24904493,"PMC4034151","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00623","TRUE",25071623,"PMC4075474","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00635","TRUE",25018740,"PMC4071858","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00693","TRUE",25071662,"PMC4083344","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00729","TRUE",25076923,"PMC4098121","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00772","TRUE",25101034,"PMC4106453","NA","NA","NA","TRUE","NA"
MPG,2014,"1843.2","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00783","TRUE",25101039,"PMC4103081","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00868","TRUE",25147539,"PMC4124486","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00883","TRUE",25346701,"PMC4193237","NA","NA","NA","TRUE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.00885","TRUE",25191284,"PMC4137756","NA","NA","NA","FALSE","NA"
MPG,2014,"1105.92","Frontiers Media SA","Frontiers in Psychology","1664-1078","NA","1664-1078","10.3389/fpsyg.2014.01073","TRUE",25368586,"PMC4202791","NA","NA","NA","TRUE","NA"
