,Institution,Period,EURO,publisher,journal_full_title,issn,issn_print,issn_electronic,doi,indexed_in_CrossRef,pmid,pmcid,base.url,record.id,ut,DOAJ,license_ref,is_hybrid
142,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/10/103039,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
143,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/10/103049,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
144,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/10/105004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
145,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/10/105006,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
146,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/11/113004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
147,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/11/113009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
148,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/11/113037,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
149,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/11/113052,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
150,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/12/123005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
151,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/12/123010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
152,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/12/123031,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
153,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/12/125004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
154,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/12/125022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
155,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/023020,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
156,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/023028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
157,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/023030,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
158,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/023038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
159,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/025010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
160,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/2/025012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
161,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
162,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033013,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
163,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
164,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033015,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
165,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
166,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
167,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/033036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
168,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/3/035017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
169,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
170,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043006,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
171,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
172,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043020,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
173,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043026,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
174,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/043052,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
175,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/045013,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
176,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/4/045014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
177,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
178,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
179,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
180,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
181,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
182,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
183,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/053041,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
184,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/5/055016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
185,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
186,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
187,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
188,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063023,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
189,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063026,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
190,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
191,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/063031,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
192,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/065010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
193,MPG,2010,"886,99",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/6/065038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
194,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/073002,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
195,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/073008,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
196,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/073016,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
197,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/073035,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
198,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/073038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
199,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/7/075004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
200,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/083004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
201,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/083011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
202,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/083022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
203,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/083032,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
204,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/083055,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
205,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/8/085010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
206,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093015,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
207,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
208,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093029,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
209,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093034,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
210,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093043,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
211,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/093046,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
212,MPG,2011,"894,09",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/12/9/095003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
213,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
214,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
215,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
216,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
217,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013029,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
218,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013039,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
219,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/1/013043,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
220,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/10/103014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
221,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/10/103038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
222,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/10/105005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
223,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/11/113001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
224,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/11/113020,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
225,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/11/113028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
226,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/11/113034,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
227,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/11/115014,TRUE,22707911,PMC3375912,NA,NA,NA,TRUE,NA,FALSE
228,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
229,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
230,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123012,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
231,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
232,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123028,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
233,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/123029,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
234,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/125011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
235,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/12/125014,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
236,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023008,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
237,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023013,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
238,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
239,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
240,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023026,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
241,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/023041,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
242,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/025004,TRUE,23505334,PMC3595596,NA,NA,NA,TRUE,NA,FALSE
243,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/2/025006,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
244,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/3/033001,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
245,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/3/033031,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
246,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/3/033038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
247,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/3/035003,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
248,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/4/043011,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
249,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/4/043015,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
250,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/4/043019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
251,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/4/045008,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
252,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/4/045009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
253,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/5/053019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
254,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/5/053025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
255,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/5/053036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
256,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/5/053041,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
257,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
258,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063007,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
259,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
260,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
261,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063036,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
262,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/063038,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
263,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/065010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
264,MPG,2011,"845,81",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/6/065029,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
265,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
266,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073019,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
267,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073021,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
268,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073022,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
269,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
270,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/073039,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
271,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/7/075017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
272,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/083004,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
273,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/083024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
274,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/083025,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
275,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/083034,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
276,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/083035,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
277,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/8/085010,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
278,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093005,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
279,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093009,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
280,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093017,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
281,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093021,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
282,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093024,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
283,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093027,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
284,MPG,2012,"885,53",IOP Publishing,New Journal of Physics,1367-2630,NA,1367-2630,10.1088/1367-2630/13/9/093032,TRUE,NA,NA,NA,NA,NA,TRUE,NA,FALSE
