"","repo_id","EURO","Period","Publisher","Journal","doi","issn.1","issn.2","base.url","uni"
"161",29506,840,2013,"Association for Research in Vision and Ophthalmology (ARVO)","Journal of Vision","10.1186/1687-6180-2013-172","1534-7362",NA,"http://epub.uni-regensburg.de/","Uni Regensburg"
"162",29512,1239.47,2013,"Elsevier BV","CSBJ","10.2119/molmed.2013.00027","2001-0370",NA,"http://epub.uni-regensburg.de/","Uni Regensburg"
"163",29524,1344.7,2013,"Frontiers Media SA","Frontiers in Cellular and Infection Microbiology","10.1002/phy2.132","2235-2988",NA,"http://epub.uni-regensburg.de/","Uni Regensburg"
"164",2465755,961,2012,"Frontiers Media SA","Frontiers in Neural Circuits","10.1167/12.2.8","1662-5110",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"165",2515416,1037,2012,"Frontiers Media SA","Front. Psychology","10.1167/12.5.7","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"166",2603025,1724,2013,"Frontiers Media SA","Front. Psychology","10.1167/13.7.7","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"167",2533638,142,2012,"Frontiers Media SA","Front. Psychology","10.5936/csbj.201210004","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"168",2510371,900,2012,"Frontiers Media SA","Front. Plant Sci.","10.3389/fcimb.2012.00070","1664-462X",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"169",2530855,1600,2012,"Frontiers Media SA","Front. Psychology","10.3389/fncir.2012.00072","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"170",2531235,960,2012,"Frontiers Media SA","Front. Neurorobot.","10.3389/fpsyg.2012.00444","1662-5218",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"171",2533825,960,2012,"Frontiers Media SA","Frontiers in Psychology","10.3389/fpsyg.2012.00599","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"172",2541265,960,2012,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","10.3389/fpsyg.2012.00403","1662-5153",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"173",2543925,960,2012,"Frontiers Media SA","Front. Plant Sci.","10.3389/fpls.2012.00247","1664-462X",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"174",2544873,960,2012,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","10.3389/fpsyg.2012.00538","1662-5153",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"175",2547895,1142,2013,"Frontiers Media SA","Front. Hum. Neurosci.","10.3389/fnbot.2013.00006","1662-5161",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"176",2550401,1142,2013,"Frontiers Media SA","Frontiers in Psychology","10.3389/fpsyg.2013.00182","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"177",2550598,1904,2013,"Frontiers Media SA","Frontiers in Psychology","10.3389/fnbeh.2012.00092","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"178",2566060,1142,2013,"Frontiers Media SA","Front. Hum. Neurosci.","10.3389/fpls.2013.00054","1662-5161",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"179",2575461,916,2013,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","10.3389/fnbeh.2013.00024","1662-5153",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"180",2606862,1143,2013,"Frontiers Media SA","Frontiers in Psychology","10.3389/fnhum.2013.00667","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"181",2610958,1142,2013,"Frontiers Media SA","Front. Comput. Neurosci.","10.3389/fpsyg.2013.00324","1662-5188",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"182",2610967,917,2013,"Frontiers Media SA","Front. Comput. Neurosci.","10.3389/fpsyg.2013.00342","1662-5188",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"183",2615137,1904,2013,"Frontiers Media SA","Front. Plant Sci.","10.3389/fnhum.2013.00526","1664-462X",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"184",2623746,1142,2013,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","10.3389/fnbeh.2013.00094","1662-5153",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"185",2623872,1142,2013,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","10.3389/fpsyg.2013.00557","1662-5153",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"186",2623884,1143,2013,"Hindawi Publishing Corporation","Anatomy Research International","10.3389/fncom.2013.00126","2090-2743","2090-2751","http://pub.uni-bielefeld.de/","Uni Bielefeld"
"187",2623900,1142,2013,"Hindawi Publishing Corporation","Education Research International","10.3389/fncom.2013.00127","2090-4002","2090-4010","http://pub.uni-bielefeld.de/","Uni Bielefeld"
"188",2634390,1142,2013,"Hindawi Publishing Corporation","Stem Cells International","10.3389/fpls.2013.00413","1687-966X","1687-9678","http://pub.uni-bielefeld.de/","Uni Bielefeld"
"189",2634538,1904,2013,"Informa UK Limited","Health Psychology and Behavioral Medicine","10.3389/fnbeh.2013.00155","2164-2850",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"190",2645164,1142,2013,"MDPI AG","Entropy","10.3389/fnbeh.2013.00189","1099-4300",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"191",2490850,388,2012,"MDPI AG","Symmetry","10.1155/2012/837626","2073-8994",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"192",2535635,462,2012,"MDPI AG","Symmetry","10.1155/2012/751625","2073-8994",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"193",2545861,1078,2013,"MDPI AG","Entropy","10.1155/2013/960958","1099-4300",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"194",2566281,1017,2013,"Nature Publishing Group","Scientific Reports","10.1080/21642850.2013.809313","2045-2322",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"195",2509999,990,2012,"Public Library of Science (PLoS)","PLoS ONE","10.3390/e14050856","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"196",2531176,493,2012,"Public Library of Science (PLoS)","PLoS ONE","10.3390/sym4040566","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"197",2541297,493,2012,"Public Library of Science (PLoS)","PLoS ONE","10.3390/sym4040581","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"198",2623798,1175,2013,"Public Library of Science (PLoS)","PLoS ONE","10.3390/e15093312","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"199",2541275,1046,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1038/srep00659","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"200",2487924,915,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0032415","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"201",2494458,968,2012,"Public Library of Science (PLoS)","PLoS Computational Biology","10.1371/journal.pone.0038179","1553-7358",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"202",2494548,958,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0036615","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"203",2510409,968,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0038697","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"204",2561210,1265,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0053737","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"205",2574866,1109,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0064023","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"206",2575501,2053,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pcbi.1002986","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"207",2577265,1109,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0065280","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"208",2581169,1232,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0063954","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"209",2584349,1109,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0062569","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"210",2584410,1232,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0062846","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"211",2610651,1232,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0068821","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"212",2610787,1232,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0068501","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"213",2610880,1232,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0072559","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"214",2611073,1069,2013,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0080688","1932-6203",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"215",2614390,1232,2013,"Scientific Research Publishing, Inc,","Journal of Intelligent Learning Systems and Applications","10.1371/journal.pone.0071452","2150-8402","2150-8410","http://pub.uni-bielefeld.de/","Uni Bielefeld"
"216",2615293,1109,2013,"Springer Science + Business Media","BMC Microbiol","10.1371/journal.pone.0068365","1471-2180",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"217",2634937,1109,2013,"Springer Science + Business Media","BMC Genomics","10.1371/journal.pone.0075261","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"218",2648205,1069,2013,"Springer Science + Business Media","BMC Bioinformatics","10.1371/journal.pone.0084662","1471-2105",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"219",2648298,1069,2013,"Springer Science + Business Media","BMC Bioinformatics","10.1371/journal.pone.0086056","1471-2105",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"220",2508614,732,2012,"Springer Science + Business Media","SpringerPlus","10.4236/jilsa.2012.43024","2193-1801",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"221",2454410,1370,2012,"Springer Science + Business Media","BMC Public Health","10.1186/1471-2180-12-6","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"222",2498160,1500,2012,"Springer Science + Business Media","BMC Structural Biology","10.1186/1471-2164-13-141","1472-6807",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"223",2512642,1257.5,2012,"Springer Science + Business Media","BMC Microbiol","10.1186/1471-2105-13-s19-s3","1471-2180",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"224",2512644,1257.5,2012,"Springer Science + Business Media","BMC Bioinformatics","10.1186/1471-2105-13-S19-S7","1471-2105","notFound","http://pub.uni-bielefeld.de/","Uni Bielefeld"
"225",2517239,1520,2012,"Springer Science + Business Media","BMC Public Health","10.1186/1471-2105-13-21","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"226",2520044,850,2012,"Springer Science + Business Media","BMC Microbiol","10.1186/2193-1801-1-5","1471-2180",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"227",2520056,1490,2012,"Springer Science + Business Media","Health and Quality of Life Outcomes","10.1186/1471-2458-12-467","1477-7525",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"228",2520078,1475,2012,"Springer Science + Business Media","BMC Genomics","10.1186/1472-6807-12-13","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"229",2524853,1545,2012,"Springer Science + Business Media","BMC Genomics","10.1186/1471-2180-12-198","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"230",2528277,1480,2012,"Springer Science + Business Media","BMC Pregnancy and Childbirth","10.1186/1471-2164-13-445","1471-2393",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"231",2537629,1470,2012,"Springer Science + Business Media","BMC Public Health","10.1186/1471-2458-12-852","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"232",2537690,1490,2012,"Springer Science + Business Media","BMC Biotechnology","10.1186/1471-2180-12-239","1472-6750",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"233",2550632,1565,2012,"Springer Science + Business Media","BMC Public Health","10.1186/1477-7525-11-1","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"234",2552092,1190,2012,"Springer Science + Business Media","Journal of NeuroEngineering and Rehabilitation","10.1186/1471-2164-14-s1-s12","1743-0003",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"235",2556267,1535,2012,"Springer Science + Business Media","Microb Cell Fact","10.1186/1471-2164-14-52","1475-2859",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"236",2561569,1545,2012,"Springer Science + Business Media","Biotechnol Biofuels","10.1186/1471-2393-13-49","1754-6834",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"237",2564118,1252,2013,"Springer Science + Business Media","BMC Psychol","10.1186/1471-2458-13-11","2050-7283",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"238",2564153,1232,2013,"Springer Science + Business Media","BMC Bioinformatics","10.1186/1472-6750-13-11","1471-2105",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"239",2566277,1228,2013,"Springer Science + Business Media","BMC Bioinformatics","10.1186/1471-2458-13-561","1471-2105",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"240",2577463,948,2013,"Springer Science + Business Media","BMC Public Health","10.1186/1743-0003-10-42","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"241",2604865,1048,2013,"Springer Science + Business Media","BMC Genomics","10.1186/1475-2859-12-63","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"242",2605193,1348,2013,"Springer Science + Business Media","BMC Genomics","10.1186/1754-6834-6-49","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"243",2610712,1236,2013,"Springer Science + Business Media","Globalization and Health","10.1186/2050-7283-1-12","1744-8603",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"244",2611630,1081,2013,"Springer Science + Business Media","BMC Genomics","10.1186/1471-2105-14-s15-s3","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"245",2611633,1081,2013,"Springer Science + Business Media","BMC Public Health","10.1186/1471-2105-14-s15-s14","1471-2458",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"246",2624391,1296,2013,"Springer Science + Business Media","BMC Biotechnology","10.1186/1471-2458-13-863","1472-6750",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"247",2631969,1212,2013,"Springer Science + Business Media","BMC Genomics","10.1186/1471-2164-14-714","1471-2164",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"248",2631977,1228,2013,"Wiley-Blackwell","Ecol Evol","10.1186/1471-2164-14-713","2045-7758",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"249",2642124,1216,2013,"Wiley-Blackwell","Ecol Evol","10.1186/1744-8603-9-44","2045-7758",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"250",2643373,1212,2013,"Wiley-Blackwell","Ecol Evol","10.1186/1471-2164-14-888","2045-7758",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"251",2643520,1236,2013,"Frontiers Media SA","Front. Psychology","10.1186/1471-2458-13-980","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"252",2643533,1296,2013,"Frontiers Media SA","Frontiers in Systems Neuroscience","10.1186/1472-6750-13-81","1662-5137",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"253",2645668,1212,2013,"International Scientific Literature","Medical Science Monitor","10.1186/1471-2164-14-926","1234-1010",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"254",2521737,1333,2012,"Frontiers Media SA","Front. Psychology","10.1002/ece3.309","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"255",2623728,1457,2013,"Frontiers Media SA","Front. Hum. Neurosci.","10.1002/ece3.732","1662-5161",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
"256",2634909,1457,2013,"Frontiers Media SA","Front. Psychology","10.1002/ece3.764","1664-1078",NA,"http://pub.uni-bielefeld.de/","Uni Bielefeld"
