Institution  ; Period ; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Notiz 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10882-022-09837-w;TRUE;SPRINGER NATURE;Journal of Developmental and Physical Disabilities;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10884-022-10160-3;TRUE;SPRINGER NATURE;Journal of Dynamics and Differential Equations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s42835-022-01265-2;TRUE;SPRINGER NATURE;Journal of Electrical Engineering & Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00028-022-00770-1;TRUE;SPRINGER NATURE;Journal of Evolution Equations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00028-022-00791-w;TRUE;SPRINGER NATURE;Journal of Evolution Equations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00028-022-00859-7;TRUE;SPRINGER NATURE;Journal of Evolution Equations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00041-022-09977-9;TRUE;SPRINGER NATURE;Journal of Fourier Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00022-022-00628-4;TRUE;SPRINGER NATURE;Journal of Geometry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10849-022-09375-w;TRUE;SPRINGER NATURE;Journal of Logic, Language and Information;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10853-022-07722-7;TRUE;SPRINGER NATURE;Journal of Materials Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10919-022-00415-4;TRUE;SPRINGER NATURE;Journal of Nonverbal Behavior;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11166-022-09377-w;TRUE;SPRINGER NATURE;Journal of Risk and Uncertainty;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10955-022-02917-3;TRUE;SPRINGER NATURE;Journal of Statistical Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10955-022-02911-9;TRUE;SPRINGER NATURE;Journal of Statistical Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.490,00 ;10.1186/s12967-021-03222-5;FALSE;SPRINGER NATURE;Journal of Translational Medicine;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s13218-022-00781-7;TRUE;SPRINGER NATURE;KI - Künstliche Intelligenz;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00167-022-07076-2;TRUE;SPRINGER NATURE;Knee Surgery, Sports Traumatology, Arthroscopy;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.3758/s13420-021-00498-x;TRUE;SPRINGER NATURE;Learning and Behavior;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;494,00 ;10.1007/978-3-031-14721-0_35;TRUE;SPRINGER NATURE;Lecture Notes in Computer Science;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11005-022-01522-5;TRUE;SPRINGER NATURE;Letters in Mathematical Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11005-022-01558-7;TRUE;SPRINGER NATURE;Letters in Mathematical Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11005-022-01594-3;TRUE;SPRINGER NATURE;Letters in Mathematical Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41375-022-01598-x;TRUE;SPRINGER NATURE;Leukemia;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.724,25 ;10.1186/s12936-021-04019-z;FALSE;SPRINGER NATURE;Malaria Journal;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s12526-022-01292-2;TRUE;SPRINGER NATURE;Marine Biodiversity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00186-022-00773-1;TRUE;SPRINGER NATURE;Mathematical Methods of Operations Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10107-022-01879-4;TRUE;SPRINGER NATURE;Mathematical Programming;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00208-022-02540-3;TRUE;SPRINGER NATURE;Mathematische Annalen;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00209-022-03086-5;TRUE;SPRINGER NATURE;Mathematische Zeitschrift;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11012-022-01485-w;TRUE;SPRINGER NATURE;Meccanica;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s12254-021-00790-6;TRUE;SPRINGER NATURE;memo - Magazine of European Medical Oncology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.806,75 ;10.1186/s12934-021-01718-9;FALSE;SPRINGER NATURE;Microbial Cell Factories;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.788,50 ;10.1186/s40168-022-01244-9;FALSE;SPRINGER NATURE;Microbiome;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.961,75 ;10.1186/s40168-022-01329-5;FALSE;SPRINGER NATURE;Microbiome;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00032-022-00350-5;TRUE;SPRINGER NATURE;Milan Journal of Mathematics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00032-022-00372-z;TRUE;SPRINGER NATURE;Milan Journal of Mathematics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11024-022-09480-x;TRUE;SPRINGER NATURE;Minerva;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41380-022-01602-x;TRUE;SPRINGER NATURE;Molecular Psychiatry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00706-022-02894-z;TRUE;SPRINGER NATURE;Monatshefte für Chemie - Chemical Monthly;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00706-022-02896-x;TRUE;SPRINGER NATURE;Monatshefte für Chemie - Chemical Monthly;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00706-022-02949-1;TRUE;SPRINGER NATURE;Monatshefte für Chemie - Chemical Monthly;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00706-022-02988-8;TRUE;SPRINGER NATURE;Monatshefte für Chemie - Chemical Monthly;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00706-022-03013-8;TRUE;SPRINGER NATURE;Monatshefte für Chemie - Chemical Monthly;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00605-022-01678-1;TRUE;SPRINGER NATURE;Monatshefte für Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00605-022-01807-w;TRUE;SPRINGER NATURE;Monatshefte für Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00605-022-01813-y;TRUE;SPRINGER NATURE;Monatshefte für Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00605-022-01741-x;TRUE;SPRINGER NATURE;Monatshefte für Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1557/s43577-022-00377-4;TRUE;SPRINGER NATURE;MRS Bulletin;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11044-022-09863-8;TRUE;SPRINGER NATURE;Multibody System Dynamics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;4.530,00 ;10.1038/s41467-021-23854-x;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.148,00 ;10.1038/s41467-019-09790-x ;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.436,00 ;10.1038/s41467-021-27769-5;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.256,00 ;10.1038/s41467-020-18928-1;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;4.790,00 ;10.1038/s41467-022-29417-y;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.466,00 ;10.1038/s41467-021-23123-x;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.436,00 ;10.1038/s41467-021-24666-9;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.436,00 ;10.1038/s41467-021-26360-2;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.748,00 ;10.1038/s41467-022-29368-4;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.436,00 ;10.1038/s41467-021-26411-8;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.436,00 ;10.1038/s41467-021-26855-y;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.256,00 ;10.1038/s41467-020-203n-9;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.868,00 ;10.1038/s41467-022-33369-8;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.748,00 ;10.1038/s41467-022-29676-9;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.860,13 ;10.1038/s41467-022-30812-8;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41467-021-25905-9;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;4.790,00 ;10.1038/s41467-022-28585-1;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;5.868,00 ;10.1038/s41467-022-32260-w;FALSE;SPRINGER NATURE;Nature Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41928-022-00768-0;TRUE;SPRINGER NATURE;Nature Electronics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41564-021-01020-9;TRUE;SPRINGER NATURE;Nature Microbiology;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41566-022-00973-5;TRUE;SPRINGER NATURE;Nature Photonics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00521-022-07918-7;TRUE;SPRINGER NATURE;Neural Computing and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s13311-022-01287-8;TRUE;SPRINGER NATURE;Neurotherapeutics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00030-022-00787-y;TRUE;SPRINGER NATURE;Nonlinear Differential Equations and Applications NoDEA;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00030-022-00805-z;TRUE;SPRINGER NATURE;Nonlinear Differential Equations and Applications NoDEA;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.868,00 ;10.1038/s41524-021-00691-6;FALSE;SPRINGER NATURE;npj Computational Materials;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.988,00 ;10.1038/s41524-022-00801-y;FALSE;SPRINGER NATURE;npj Computational Materials;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;3.672,00 ;10.1038/s41534-021-00487-y;FALSE;SPRINGER NATURE;npj Quantum Information;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;3.468,00 ;10.1038/s41537-021-00184-x;FALSE;SPRINGER NATURE;npj Schizophrenia;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00048-022-00339-6;TRUE;SPRINGER NATURE;NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00211-022-01287-y;TRUE;SPRINGER NATURE;Numerische Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00211-022-01314-y;TRUE;SPRINGER NATURE;Numerische Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00211-022-01334-8;TRUE;SPRINGER NATURE;Numerische Mathematik;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s42985-022-00204-0;TRUE;SPRINGER NATURE;Partial Differential Equations and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41390-022-01966-4;TRUE;SPRINGER NATURE;Pediatric Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00424-022-02707-6;TRUE;SPRINGER NATURE;Pflügers Archiv - European Journal of Physiology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11098-022-01912-4;TRUE;SPRINGER NATURE;Philosophical Studies;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s43630-022-00255-7;TRUE;SPRINGER NATURE;Photochemical & Photobiological Sciences;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11120-022-00946-3;TRUE;SPRINGER NATURE;Photosynthesis Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00269-022-01183-9;TRUE;SPRINGER NATURE;Physics and Chemistry of Minerals;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00016-022-00290-y;TRUE;SPRINGER NATURE;Physics in Perspective;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11104-022-05508-z;TRUE;SPRINGER NATURE;Plant and Soil;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00425-022-03960-w;TRUE;SPRINGER NATURE;Planta;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10329-022-01044-7;TRUE;SPRINGER NATURE;Primates;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s40993-022-00414-w;TRUE;SPRINGER NATURE;Research in Number Theory;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s40993-022-00420-y;TRUE;SPRINGER NATURE;Research in Number Theory;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10058-022-00316-4;TRUE;SPRINGER NATURE;Review of Economic Design;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s13398-022-01293-7;TRUE;SPRINGER NATURE;Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s13398-022-01338-x;TRUE;SPRINGER NATURE;Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s13398-022-01372-9;TRUE;SPRINGER NATURE;Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-98085-7;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-89346-6;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-98523-6;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-81782-8;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.148,00 ;10.1038/s41598-022-10827-3;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-99966-7;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.180,22 ;10.1038/s41598-022-07733-z;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.945,00 ;10.1038/s41598-022-16829-5;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-02940-6;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.790,00 ;10.1038/s41598-022-08196-y;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.334,00 ;10.1038/s41598-022-18821-5;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.334,00 ;10.1038/s41598-022-21417-8;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.790,00 ;10.1038/s41598-022-07279-0;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-022-04790-2;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-96491-5;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.148,00 ;10.1038/s41598-022-05087-0;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.268,00 ;10.1038/s41598-022-13235-9;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.334,00 ;10.1038/s41598-022-16225-z;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.028,00 ;10.1038/s41598-021-01507-9;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.690,00 ;10.1038/s41598-022-05529-9;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.334,00 ;10.1038/s41598-022-13566-7;FALSE;SPRINGER NATURE;Scientific Reports;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00029-022-00805-y;TRUE;SPRINGER NATURE;Selecta Mathematica;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s43546-022-00356-6;TRUE;SPRINGER NATURE;SN Business & Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s40279-022-01699-8;TRUE;SPRINGER NATURE;Sports Medicine;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.641,75 ;10.1186/s40798-022-00476-1;FALSE;SPRINGER NATURE;Sports Medicine - Open;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11222-022-10078-2;TRUE;SPRINGER NATURE;Statistics and Computing;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s12561-022-09347-5;TRUE;SPRINGER NATURE;Statistics in Biosciences;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00477-022-02348-2;TRUE;SPRINGER NATURE;Stochastic Environmental Research and Risk Assessment;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11229-022-03649-3;TRUE;SPRINGER NATURE;Synthese;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11229-022-03859-9;TRUE;SPRINGER NATURE;Synthese;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1140/epjb/s10051-022-00329-6;TRUE;SPRINGER NATURE;The European Physical Journal B;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41396-021-01064-z;TRUE;SPRINGER NATURE;The ISME Journal;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.500,00 ;10.1038/s41396-021-00992-0;TRUE;SPRINGER NATURE;The ISME Journal;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;3.240,00 ;10.1038/s41396-020-00750-8;TRUE;SPRINGER NATURE;The ISME Journal;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s12220-021-00860-5;TRUE;SPRINGER NATURE;The Journal of Geometric Analysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s12220-022-00987-z;TRUE;SPRINGER NATURE;The Journal of Geometric Analysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00232-022-00234-0;TRUE;SPRINGER NATURE;The Journal of Membrane Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11227-022-04355-0;TRUE;SPRINGER NATURE;The Journal of Supercomputing;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11139-022-00578-0;TRUE;SPRINGER NATURE;The Ramanujan Journal;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11139-022-00653-6;TRUE;SPRINGER NATURE;The Ramanujan Journal;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11139-022-00685-y;TRUE;SPRINGER NATURE;The Ramanujan Journal;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11558-022-09458-0;TRUE;SPRINGER NATURE;The Review of International Organizations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.814,00 ;10.1186/s12959-022-00377-z;FALSE;SPRINGER NATURE;Thrombosis Journal;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11244-022-01651-0;TRUE;SPRINGER NATURE;Topics in Catalysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s00031-022-09767-z;TRUE;SPRINGER NATURE;Transformation Groups;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s11242-022-01754-y;TRUE;SPRINGER NATURE;Transport in Porous Media;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.263,28 ;10.1007/s10354-022-00924-3;TRUE;SPRINGER NATURE;Wiener Medizinische Wochenschrift;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.388,00 ;10.1038/s43705-021-00073-5;FALSE;SPRINGER NATURE  ;ISME Communications;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.146,60 ;10.1080/23746149.2022.2134051;FALSE;TAYLOR AND FRANCIS;Advances in Physics: X;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.142,00 ;10.1080/1350486X.2022.2108858;TRUE;TAYLOR AND FRANCIS;Applied Mathematical Finance;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.293,20 ;10.1080/10361146.2022.2045900;TRUE;TAYLOR AND FRANCIS;Australian Journal of Political Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.679,60 ;10.1080/15548627.2022.2095835;TRUE;TAYLOR AND FRANCIS;Autophagy;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.679,60 ;10.1080/15548627.2022.2160565;TRUE;TAYLOR AND FRANCIS;Autophagy;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.679,60 ;10.1080/09524622.2022.2086174;TRUE;TAYLOR AND FRANCIS;Bioacoustics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.293,20 ;10.1080/13621025.2022.2103971;TRUE;TAYLOR AND FRANCIS;Citizenship Studies;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;743,40 ;10.1080/23311983.2022.2050603;TRUE;TAYLOR AND FRANCIS;Cogent Arts & Humanities;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.890,00 ;10.1080/00927872.2022.2069791;TRUE;TAYLOR AND FRANCIS;Communications in Algebra;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.142,00 ;10.1080/00927872.2022.2099886;TRUE;TAYLOR AND FRANCIS;Communications in Algebra;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.142,00 ;10.1080/00927872.2022.2164008;TRUE;TAYLOR AND FRANCIS;Communications in Algebra;Peer-Reviewed Publications;Transformative Agreement 
