institution,period,euro,DOI,is_hybrid,authors,Article title,Journal full title
Universitat de Barcelona,2018,"1406,7",https://dx.doi.org/10.1371/journal.pone.0206818,FALSE,"Medina Enríquez, Miriam Marlene; Félix, Alex J.; Ciudad, Carlos J.; Noé, Véronique",Cancer immunotherapy using PolyPurine Reverse Hoogsteen hairpins targeting the PD-1/PD-L1 pathway in human tumor cells,PLOS ONE
Universitat de Barcelona,2018,"530,4",https://dx.doi.org/10.1371/journal.pone.0201850,FALSE,"Sabrià, Aurora; Pintó, Rosa M.; Bosch, Albert; Quer, Josep; Garcia Cehic, Damir; Gregori, Josep; Dominguez, Angela; Carol, Mónica; Sala Farré, Maria Rosa; Guix, Susana",Characterization of intra- and inter-host norovirus P2 genetic variability in linked individuals by amplicon sequencing,PLOS ONE
Universitat de Barcelona,2018,720,https://dx.doi.org/10.1186/s12898-018-0205-9,FALSE,"Cuscó, Francesc; Cardador, Laura; Bota, Gerard; Morales, Manuel B.; Mañosa, Santi",Inter-individual consistency in habitat selection patterns and spatial constraints of female little bustards during the non-breeding season,BMC Ecology
Universitat de Barcelona,2018,"988,68",https://dx.doi.org/10.1371/journal.pone.0198667,FALSE,"Cruz Flores, Marta; Militão, Teresa; Ramos, Raül; González Solís, Jacob",Using marine isoscapes to infer movements of oceanic migrants: the case of Bulwer?s petrel (Bulweria bulwerii) in the Atlantic Ocean,PLOS ONE
Universitat de Barcelona,2018,"872,9",https://dx.doi.org/10.3389/fpsyg.2018.02299,FALSE,"Pérez Tejera, Félix; Valera, Sergi; Anguera, M. Teresa",Using Systematic Observation and Polar Coordinates Analysis to Assess Gender-Based Differences in Park Use in Barcelona,Frontiers in Psychology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1186/s12885-018-5131-x,FALSE,"Holub, Katarzyna; Biete, Albert",New pre-treatment eosinophil-related ratios as prognostic biomarkers for survival outcomes in endometrial cancer,BMC Cancer
Universitat de Barcelona,2018,1425,https://dx.doi.org/10.1136/bmjopen-2018-024837,FALSE,"Piñero López, Mª Ángeles; Figueiredo Escribá, Carlos; Modamio, Pilar; Lastra, Cecilia F.; Mariño, Eduardo L.",Readability assessment of package leaflets of biosimilars,BMJ Open
Universitat de Barcelona,2018,"654,89",https://dx.doi.org/10.3390/molecules23112731,FALSE,"Teixeira, João M.C.; Fuentes, Héctor; Bielskute, Stase; Gairi, Margarida; ?erko, Szymon; Ko?mi?ski, Wiktor; Pons, Miquel ",The Two Isoforms of Lyn Display Different Intramolecular Fuzzy Complexes with the SH3 Domain,Molecules
Universitat de Barcelona,2018,1370,https://dx.doi.org/10.1038/s41598-018-37121-5,FALSE,"Orengo, D. J.; Puerma, E.; Aguadé, M.",The molecular characterization of fixed inversions breakpoints unveils the ancestral character of the Drosophila guanche chromosomal arrangements,Scientific Reports
Universitat de Barcelona,2018,"985,52",http://dx.doi.org/10.3390/molec.2018.00596,FALSE,"Cosín Tomás, Marta; Álvarez López, María Jesús; Companys Alemany, Júlia; Kaliman, Perla; González Castillo, Celia; Ortuño Sahagún, Daniel; Pallàs, Mercè;  Griñán Ferré, Christian","Temporal Integrative Analysis of mRNA and microRNAs Expression Profiles and Epigenetic Alterations in Female SAMP8, a Model of Age-Related Cognitive Decline",Frontiers in Genetics
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1371/journal.pcbi.1006552,FALSE,"Garrido, E.; Lázaro. J.; Jaumot, M.;, Agell, N.; Rubio Martinez,  J.",Modeling and subtleties of K-Ras and Calmodulin interaction,PLOS Computational Biology
Universitat de Barcelona,2018,1096,https://dx.doi.org/10.1038/s41598-018-34412-9,FALSE,"Pulido Salgado, Marta; Vidal Taboada, Jose M. ; Garcia Diaz Barriga, Gerardo; Solà, Carme; Saura, Josep",RNA-Seq transcriptomic profiling of primary murine microglia treated with LPS or LPS&#8201;+&#8201;IFN&#947;,Scientific Reports
Universitat de Barcelona,2018,"301,95",http://dx.doi.org/10.3897/BDJ.6.e29443,FALSE,"Crespo, Luis C.; Domènech, Marc; Enguídanos, Alba; Malumbres Olarte, Jagoba; Cardoso, Pedro; Moya Laraño, Jordi; Frías López, Cristina; Macías Hernández, Nuria; Mas, Eva De; Mazzuca, Paola; Mora, Elisa; Opatova, Vera; Planas, Enric; Ribera, Carles; Roca Cusachs, Marcos; Ruiz, Dolores; Sousa, Pedro; Tonzo, Vanina; Arnedo, Miquel A.","A DNA barcode-assisted annotated checklist of the spider (Arachnida, Araneae) communities associated to white oak woodlands in Spanish National Parks",Biodiversity Data Journal
Universitat de Barcelona,2018,"943,72",https://dx.doi.org/10.3389/fmicb.2018.00856,FALSE,"Brown Jaque, M.; Rodriguez Oyarzun, L.; Cornejo Sánchez, T.; Martín Gómez, M. T.; Gartner, S.; de Gracia, J.; Rovira, S.; Alvarez, A; Jofre, J.; González López, J. J.; Muniesa, M. ",Detection of Bacteriophage Particles Containing Antibiotic Resistance Genes in the Sputum of Cystic Fibrosis Patients,Frontiers in Microbiology
Universitat de Barcelona,2018,"264,37",https://dx.doi.org/10.1371/journal.pone.0207219,FALSE,"Vicens, Julián; Perelló, Josep; Duch, Jordi",Citizen Social Lab: A digital platform for human behavior experimentation within a citizen science framework,PLOS ONE
Universitat de Barcelona,2018,"942,3",https://dx.doi.org/10.1371/journal.pone.0208245,FALSE,"Feixas, G.; Paz, C.; García Grau, E.; Montesano, A.; Medina, J. C.; Bados, A.; Trujillo, A.; Ortíz, E.; Compañ, V.; Salla, M.; Aguilera, M.; Guasch, V.; Codina, J.; Winter, D. A.",One year follow-up of a randomized trial with a dilema-focused intervention for depression: Exploring an alternative to problem-oriented strategies,PLOS ONE
Universitat de Barcelona,2018,"1081,86",https://dx.doi.org/10.1167/18.12.12,FALSE,"Aguilar Lleyda, D.; Tubau, E.; López Moliner, J.",An object-tracking model that combines position and speed explains spatial and temporal responses in a timing task,Journal of Vision
Universitat de Barcelona,2018,"342,5",https://dx.doi.org/10.1038/s41598-018-36094-9,FALSE,"Pagès Escolà, Marta; Hereu, Bernat; Garrabou, Joaquim; Montero Serra, Ignasi; Gori, Andrea; Gómez Gras, Daniel; Figuerola, Blanca; Linares, Cristina",Divergent responses to warming of two common co-occurring Mediterranean bryozoans,Scientific Reports
Universitat de Barcelona,2018,"248,52",https://dx.doi.org/10.3390/nano8121022,FALSE,"Rincón, María; Calpena, Ana C.; Fabrega, María José; Garduño Ramirez, Maria L.; Espina, Marta; Rodriguez Lagunas, María J.; García, María L.; Abrego, Guadalupe",Development of Pranoprofen Loaded nanostructured Lipid Carriers to Improve Its Release and Therapeutic Efficacy in Skin Inflammatory Disorders,Nanomaterials
Universitat de Barcelona,2018,"930,15",https://dx.doi.org/10.1371/journal.pone.0210093,FALSE,"Massa, Marc; Planas, Enric; Ribera, Carles ",The Mediterranean as a melting pot: Phylogeography of Loxosceles rufescens (Sicariidae) in the Mediterranean Basin,PLOS ONE
Universitat de Barcelona,2018,"913,34",https://dx.doi.org/10.1038/s41598-018-24964-1,FALSE,"Velasco, Elsa; Wang, Suning; Sanet, Marianna; Fernández Vázquez, Jorge; Jové, Daniel; Glaría, Estibaliz; Valledor, Annabel F.; OHalloran, Thomas V.; Balsalobre, Carlos ",A new role for Zinc limitation in bacterial pathogenicity: modulation of ?-hemolysin from uropathogenic Escherichia coli,Scientific Reports
