"edpsname","eissn","journal_title","acceptation_date","online_publication_date","doi","reference","first_name","last_name","institution","zipcode","city"
"aa","1432-0746","Astronomy & Astrophysics",5/15/2019,"2019-06-25 09:06:18+02","10.1051/0004-6361/201935158","aa35158-19","Deborah","Paradis","IRAP","31028","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",5/16/2019,"2019-11-26 09:11:23+01","10.1051/0004-6361/201935271","aa35271-19","Nabila","Aghanim","Institut d'astrophysique spatiale","91405","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",5/17/2019,"2019-07-08 09:07:38+02","10.1051/0004-6361/201935458","aa35458-19","Luigi","Tibaldo","IRAP","31028","Toulouse cedex 4"
"aa","1432-0746","Astronomy & Astrophysics",5/18/2019,"2019-09-20 09:09:37+02","10.1051/0004-6361/201935018","aa35018-19","Katia","Hadraoui","Laboratoire Interuniversitaire des Systèmes Atmosphériques (LISA), UMR CNRS 7583, Université Paris Diderot and Université Paris Est Créteil, Créteil France","94700","Maisons-Alfort"
"aa","1432-0746","Astronomy & Astrophysics",5/20/2019,"2019-06-27 09:06:22+02","10.1051/0004-6361/201935161","aa35161-19","Corentin","Louis","IRAP","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",5/21/2019,"2019-07-12 12:07:41+02","10.1051/0004-6361/201834933","aa34933-18","Adrien","Picquenot","AIM, Université Paris Saclay","91191","Gif sur Yvette"
"aa","1432-0746","Astronomy & Astrophysics",5/21/2019,"2019-09-20 09:09:31+02","10.1051/0004-6361/201834964","aa34964-18","Minna","Myllys","Laboratoire de Physique et Chimie de l'Environnement et de l'Espace (LPC2E)","45071","Orleans"
"aa","1432-0746","Astronomy & Astrophysics",5/22/2019,"2019-07-11 09:07:22+02","10.1051/0004-6361/201935573","aa35573-19","Olivier","Bienaymé","Observatoire de Strasbourg","F-67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",5/22/2019,"2019-08-01 09:08:18+02","10.1051/0004-6361/201935673","aa35673-19","Amaël","Ellien","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",5/24/2019,"2019-07-15 09:07:47+02","10.1051/0004-6361/201935044","aa35044-19","Antoine","Grandjean","IPAG","38400","Saint-Martin-d'Hères"
"aa","1432-0746","Astronomy & Astrophysics",5/25/2019,"2019-06-27 09:06:38+02","10.1051/0004-6361/201935494","aa35494-19","Simon","Borgniet","Laboratoire d'études spatiales et d'instrumentation en astrophysique (LESIA)","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",5/25/2019,"2019-07-01 09:07:57+02","10.1051/0004-6361/201834787","aa34787-18","Emmanuel","Dartois","Institut des Sciences Moléculaires d'Orsay-CNRS","91405","ORSAY cedex"
"aa","1432-0746","Astronomy & Astrophysics",5/27/2019,"2019-06-26 09:06:20+02","10.1051/0004-6361/201935088","aa35088-19","Remi","Adam","Laboratoire Leprince-Ringuet","91128","Palaiseau"
"aa","1432-0746","Astronomy & Astrophysics",5/27/2019,"2019-07-15 09:07:57+02","10.1051/0004-6361/201732040","aa32040-17","Natalie  A.","Webb","IRAP","31028","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",5/28/2019,"2019-08-09 09:08:31+02","10.1051/0004-6361/201935705","aa35705-19","François","Larrouturou","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",5/28/2019,"2019-08-13 09:08:32+02","10.1051/0004-6361/201935830","aa35830-19","Romain","Fétick","Laboratoire d'Astrophysique de Marseille","13388","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",5/29/2019,"2019-06-27 09:06:15+02","10.1051/0004-6361/201935532","aa35532-19","Anthony","Jones","Institut d'astrophysique spatiale","91405","ORSAY cedex"
"aa","1432-0746","Astronomy & Astrophysics",5/29/2019,"2019-07-05 09:07:15+02","10.1051/0004-6361/201935406","aa35406-19","Eric","Gourgoulhon","LUTH, Observatoire de Paris, CNRS","92190","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",5/29/2019,"2019-07-25 09:07:35+02","10.1051/0004-6361/201834471","aa34471-18","Geoffroy","de La Vieuville","Institut de Recherche en Astrophysique et Planétologie","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",5/29/2019,"2019-08-06 09:08:05+02","10.1051/0004-6361/201935545","aa35545-19","Jean-Francois","Robitaille","Institut de Planetologie et d'Astrophysique de Grenoble (IPAG)","38058","Grenoble"
"aa","1432-0746","Astronomy & Astrophysics",5/29/2019,"2019-09-20 09:09:08+02","10.1051/0004-6361/201834876","aa34876-18","Hugo","Breuillard","LPC2E/LPP","45071","Orléans"
"aa","1432-0746","Astronomy & Astrophysics",6/3/2019,"2019-06-27 09:06:53+02","10.1051/0004-6361/201935840","aa35840-19","M.","Bilek",,"67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",6/3/2019,"2019-07-09 09:07:09+02","10.1051/0004-6361/201834240","aa34240-18","Barbara","Biasuzzi","Institut de Physique Nucléaire Orsay","91406","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",6/3/2019,"2019-07-25 09:07:07+02","10.1051/0004-6361/201935817","aa35817-19","Didier","Barret","Institut de Recherche en Astrophysique et Planétologie","31028","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",6/5/2019,"2020-01-23 09:01:40+01","10.1051/0004-6361/201935741","aa35741-19","J.M.","Bonnet-Bidaud","CE Saclay","91191","Gif sur Yvette cedex"
"aa","1432-0746","Astronomy & Astrophysics",6/6/2019,"2019-11-22 09:11:02+01","10.1051/0004-6361/201935402","aa35402-19","Thomas","Putaud","LERMA","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",6/7/2019,"2019-09-17 09:09:07+02","10.1051/0004-6361/201834975","aa34975-18","Erwan","Allys","LRA, LERMA, École Normale Supérieure, Observatoire de Paris","75005","Paris"
"aa","1432-0746","Astronomy & Astrophysics",6/7/2019,"2019-09-23 09:09:40+02","10.1051/0004-6361/201935297","aa35297-19","Gabriel","Tobie","Universite de Nantes","\N","\N"
"aa","1432-0746","Astronomy & Astrophysics",6/9/2019,"2019-08-08 09:08:20+02","10.1051/0004-6361/201935760","aa35760-19","Marin","Chabot","Institut de Physique Nucléaire d'Orsay","91406","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",6/11/2019,"2019-07-12 12:07:28+02","10.1051/0004-6361/201935143","aa35143-19","Basile","Augé","Centre de Sciences Nucleaires et de Sciences de la Matiere","91400","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",6/12/2019,"2019-07-03 09:07:11+02","10.1051/0004-6361/201935788","aa35788-19","Daniel","Maschmann","LERMA, Observatoire de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",6/13/2019,"2019-07-22 09:07:39+02","10.1051/0004-6361/201834391","aa34391-18","José","Fernandez-Trincado","Observatory of Besancon","25010","BESANCON"
"aa","1432-0746","Astronomy & Astrophysics",6/13/2019,"2019-07-30 09:07:03+02","10.1051/0004-6361/201935738","aa35738-19","Philippe","Rousselot","Observatoire de Besançon","25010","Besançon Cedex"
"aa","1432-0746","Astronomy & Astrophysics",6/15/2019,"2019-07-31 09:07:19+02","10.1051/0004-6361/201935786","aa35786-19","Antoine","Petit","ASD/IMCCE, CNRS-UMR8028, Observatoire de Paris, PSL","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",6/16/2019,"2019-07-16 09:07:57+02","10.1051/0004-6361/201935717","aa35717-19","David","Maurin","LPSC Grenoble","38026","Grenoble"
"aa","1432-0746","Astronomy & Astrophysics",6/17/2019,"2019-07-18 09:07:33+02","10.1051/0004-6361/201935605","aa35605-19","Fabrice","Martins","LUPM","F-34095","MONTPELLIER"
"aa","1432-0746","Astronomy & Astrophysics",6/17/2019,"2019-09-19 09:09:13+02","10.1051/0004-6361/201935677","aa35677-19","Edoardo","Cucchetti","Institut de Recherche en Astrophysique et Planétologie (IRAP) - CNRS","31028","Toulouse CEDEX4"
"aa","1432-0746","Astronomy & Astrophysics",6/17/2019,"2019-09-23 09:09:52+02","10.1051/0004-6361/201935072","aa35072-19","Anna","Mangilli","Institut de Recherche en Astrophysique et Planétologie (IRAP)","31028","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",6/17/2019,"2019-11-26 09:11:22+01","10.1051/0004-6361/201935558","aa35558-19","Yelena","Stein","Observatoire astronomique de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",6/18/2019,"2019-07-16 09:07:47+02","10.1051/0004-6361/201935772","aa35772-19","Mathias","Schultheis","Observatoire de la Cote d'Azur","25010","Nice"
"aa","1432-0746","Astronomy & Astrophysics",6/18/2019,"2019-09-04 09:09:25+02","10.1051/0004-6361/201935651","aa35651-19","Nadège","Meunier","Observatoire de Grenoble","38041","Grenoble cedex"
"aa","1432-0746","Astronomy & Astrophysics",6/26/2019,"2019-08-12 09:08:29+02","10.1051/0004-6361/201935966","aa35966-19","Robert","Brauer","CEA Saclay","\N","\N"
"aa","1432-0746","Astronomy & Astrophysics",6/26/2019,"2019-10-15 09:10:48+02","10.1051/0004-6361/201935944","aa35944-19","SHWETA","Dalal","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",6/27/2019,"2019-08-06 09:08:02+02","10.1051/0004-6361/201935680","aa35680-19","Elisabetta","Caffau","Observatoire de Paris","F-92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",7/2/2019,"2019-08-15 09:08:15+02","10.1051/0004-6361/201935593","aa35593-19","Nicole","Allard","Observatoire de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/2/2019,"2019-08-20 09:08:56+02","10.1051/0004-6361/201935347","aa35347-19","Nadège","Meunier","Observatoire de Grenoble","38041","Grenoble cedex"
"aa","1432-0746","Astronomy & Astrophysics",7/3/2019,"2019-08-13 09:08:41+02","10.1051/0004-6361/201935984","aa35984-19","Iacopo","Bartalucci","CEA Saclay Laboratoire AIM, IRFU Service d'Astrophysique","91191","Gif sur Yvette"
"aa","1432-0746","Astronomy & Astrophysics",7/3/2019,"2019-08-26 09:08:26+02","10.1051/0004-6361/201935807","aa35807-19","Oliver","Müller","Observatoire astronomique de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",7/4/2019,"2019-08-23 09:08:27+02","10.1051/0004-6361/201935851","aa35851-19","M. Antonella","Barucci","Observatoire de Paris","92195","Meudon Cedex"
"aa","1432-0746","Astronomy & Astrophysics",7/4/2019,"2020-01-22 09:01:14+01","10.1051/0004-6361/201935833","aa35833-19","Piercarlo","Bonifacio","Observatoire de Paris","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",7/8/2019,"2019-09-10 09:09:44+02","10.1051/0004-6361/201935638","aa35638-19","Victoria","de Sainte Agathe","Laboratoire de Physique Nucléaire et des Hautes Énergies","F-75252","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/10/2019,"2019-09-02 09:09:59+02","10.1051/0004-6361/201935508","aa35508-19","Pierre","Astier","LPNHE","75252","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/11/2019,"2019-07-29 09:07:51+02","10.1051/0004-6361/201935823","aa35823-19","Stéphane","Charpinet","Institut de Recherche en Astrophysique et Planétologie","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",7/12/2019,"2019-09-17 09:09:54+02","10.1051/0004-6361/201935905","aa35905-19","Pierre","Auclair-Desrotour","University of Bern, Center for Space and Habitability","CH-3012","Bern"
"aa","1432-0746","Astronomy & Astrophysics",7/13/2019,"\N","10.1051/0004-6361/201935305","aa35305-19","Alexis","Rouillard","Institut de Recherche en Astrophysique et Planétologie","\N","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",7/13/2019,"2019-08-06 09:08:08+02","10.1051/0004-6361/201935870","aa35870-19","Kostas","Moraitis","LESIA, Observatoire de Paris","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",7/14/2019,"2019-09-11 09:09:59+02","10.1051/0004-6361/201935715","aa35715-19","Pierre","Vermot","LESIA, Observatoire de Paris, Université PSL, CNRS, Sorbonne Université, Univ. Paris Diderot, Sorbonne Paris Cité","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",7/17/2019,"2019-09-10 09:09:31+02","10.1051/0004-6361/201936003","aa36003-19","A.Y.","Potekhin","CRAL (UMR CNRS No. 5574), Ecole Normale Superieure de Lyon","69364","Lyon"
"aa","1432-0746","Astronomy & Astrophysics",7/18/2019,"2019-08-13 09:08:30+02","10.1051/0004-6361/201834787e","aa34787e-18","Emmanuel","Dartois","Institut des Sciences Moléculaires d'Orsay-CNRS","91405","ORSAY cedex"
"aa","1432-0746","Astronomy & Astrophysics",7/18/2019,"2019-08-26 09:08:17+02","10.1051/0004-6361/201935889","aa35889-19","Arthur","Vigan","Laboratoire d'Astrophysique de Marseille","13388","Marseille cedex 13"
"aa","1432-0746","Astronomy & Astrophysics",7/19/2019,"2019-10-11 09:10:59+02","10.1051/0004-6361/201834689","aa34689-18","Stefano","Zarattini","CEA - Saclay","75003","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/22/2019,"2019-09-10 09:09:20+02","10.1051/0004-6361/201935641","aa35641-19","Michael","Blomqvist","Laboratoire d'Astrophysique de Marseille","13388","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",7/22/2019,"2019-09-19 09:09:59+02","10.1051/0004-6361/201935676","aa35676-19","Nicolas","Clerc","Institut de Recherche en Astrophysique et Planétologie (IRAP)","31028","Toulouse cedex 4"
"aa","1432-0746","Astronomy & Astrophysics",7/22/2019,"2019-10-15 09:10:26+02","10.1051/0004-6361/201935350","aa35350-19","Valeria","Olivares","Observatoire de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/23/2019,"2019-09-10 09:09:26+02","10.1051/0004-6361/201936015","aa36015-19","Lucas","Guillemot","LPC2E / OSUC","45071","Orleans"
"aa","1432-0746","Astronomy & Astrophysics",7/23/2019,"2019-09-26 09:09:17+02","10.1051/0004-6361/201935954","aa35954-19","Thibault","Cavalié","LAB","\N","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",7/23/2019,"2019-10-21 09:10:42+02","10.1051/0004-6361/201935518","aa35518-19","Núria","Miret-Roig","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",7/25/2019,"2019-08-30 09:08:12+02","10.1051/0004-6361/201935044e","aa35044e-19","Antoine","Grandjean","IPAG","38400","Saint-Martin-d'Hères"
"aa","1432-0746","Astronomy & Astrophysics",7/25/2019,"2019-09-23 09:09:14+02","10.1051/0004-6361/201935604","aa35604-19","Didier","Fraix-Burnet","IPAG","38058","Grenoble Cedex 9"
"aa","1432-0746","Astronomy & Astrophysics",7/27/2019,"2019-09-12 09:09:39+02","10.1051/0004-6361/201935847","aa35847-19","Vincent","Deo","LESIA","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",7/29/2019,"2019-08-26 09:08:22+02","10.1051/0004-6361/201935915","aa35915-19","Philippe","André","Laboratoire d'Astrophysique - CEA Paris-Saclay","91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",7/30/2019,"2019-11-18 09:11:40+01","10.1051/0004-6361/201935993","aa35993-19","Ary","Rodriguez-Gonzalez","LUTH, Observatoire de Paris, PSL, CNRS, UMPC, Univ Paris Diderot.","92195","Paris"
"aa","1432-0746","Astronomy & Astrophysics",7/30/2019,"2019-12-05 09:12:21+01","10.1051/0004-6361/201935085","aa35085-19","Olivier","Berne","IRAP","31028","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",7/31/2019,"2019-09-05 09:09:57+02","10.1051/0004-6361/201935982","aa35982-19","Lorenzo","Posti","Observatoire de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",8/1/2019,"2019-11-22 09:11:14+01","10.1051/0004-6361/201935845","aa35845-19","Anelise","Audibert","Observatoire de Paris","750141","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/2/2019,"2019-11-06 09:11:05+01","10.1051/0004-6361/201935081","aa35081-19","Gary A.","Mamon","IAP","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/5/2019,"2019-10-16 09:10:38+02","10.1051/0004-6361/201935622","aa35622-19","Simon","Borgniet","Laboratoire d'études spatiales et d'instrumentation en astrophysique (LESIA)","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",8/7/2019,"2019-10-02 09:10:38+02","10.1051/0004-6361/201935247","aa35247-19","Alban","Ceau","Observatoire de la Côte d'Azur","06300","Nice"
"aa","1432-0746","Astronomy & Astrophysics",8/8/2019,"2019-08-22 09:08:32+02","10.1051/0004-6361/201936392","aa36392-19","Oliver","Müller","Observatoire astronomique de Strasbourg","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",8/8/2019,"2019-08-28 09:08:37+02","10.1051/0004-6361/201936158","aa36158-19","M.","Bilek",,"67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",8/9/2019,"2019-09-12 09:09:51+02","10.1051/0004-6361/201936298","aa36298-19","Melaine","Saillenfest","Institut de Mecanique Celeste et de Calcul des Ephemerides","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/12/2019,"2019-09-17 09:09:34+02","10.1051/0004-6361/201935488","aa35488-19","Véronique","Bommier","Observatoire de Paris","92190","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",8/13/2019,"2019-09-24 09:09:47+02","10.1051/0004-6361/201936076","aa36076-19","Trisha","Bhowmik","Observatoire de Paris","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",8/15/2019,"2019-09-24 09:09:27+02","10.1051/0004-6361/201936249","aa36249-19","Evelyne","Roueff","Observatoire de Meudon","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",8/15/2019,"2019-09-24 09:09:37+02","10.1051/0004-6361/201833400","aa33400-18","Lionel","de Sá","Observatoire de Paris - Sordonne Universités","75252","Paris cedex 05"
"aa","1432-0746","Astronomy & Astrophysics",8/15/2019,"2019-10-15 09:10:30+02","10.1051/0004-6361/201935639","aa35639-19","Stéphane","Mathis","Commissariat a l'energie atomique et aux energies alternatives Departement d'astrophysique","91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",8/19/2019,"\N","10.1051/0004-6361/201833887","aa33887-18","Martin","Bucher","Laboratoire APC, CNRS","75013","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/20/2019,"2019-09-26 09:09:40+02","10.1051/0004-6361/201936083","aa36083-19","Maria","Karbon","SYRTE","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/20/2019,"2019-11-05 09:11:28+01","10.1051/0004-6361/201935113","aa35113-19","Flavien","Kiefer","IAP (CNRS)","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/22/2019,"2019-10-01 09:10:43+02","10.1051/0004-6361/201935968","aa35968-19","Brisa Llaneth","Mancillas Vaquera","Observatoire de Paris - LERMA","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/22/2019,"2019-10-18 09:10:15+02","10.1051/0004-6361/201936239","aa36239-19","Théo","Joubaud","Laboratoire AIM, CEA-IRFU / CNRS / Université Paris Diderot","F-91191","Gif sur Yvette"
"aa","1432-0746","Astronomy & Astrophysics",8/22/2019,"2019-10-22 09:10:22+02","10.1051/0004-6361/201935869","aa35869-19","JESUS ALBERTO","Gomez-Lopez","Laboratoire d'Astrophysique de Marseille","13013","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",8/25/2019,"2019-09-17 09:09:40+02","10.1051/0004-6361/201834080","aa34080-18","Sami","Dib","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",8/26/2019,"2019-10-07 09:10:26+02","10.1051/0004-6361/201935928","aa35928-19","Phillip","Galli","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",8/26/2019,"2019-10-11 09:10:47+02","10.1051/0004-6361/201834903","aa34903-18","Julien","Montillaud","Institut Utinam, CNRS UMR 6213, OSU THETA, Université de Franche-Comté","FR-25000","Besançon"
"aa","1432-0746","Astronomy & Astrophysics",8/29/2019,"2019-10-17 09:10:57+02","10.1051/0004-6361/201935926","aa35926-19","Raphaël","Duque","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",8/30/2019,"2019-10-04 09:10:30+02","10.1051/0004-6361/201834180","aa34180-18","Doris","Folini","ENS Lyon","\N","Lyon"
"aa","1432-0746","Astronomy & Astrophysics",8/31/2019,"2019-09-17 09:09:13+02","10.1051/0004-6361/201936496","aa36496-19","Patrice","Martinez","Laboratoire LAGRANGE","\N","\N"
"aa","1432-0746","Astronomy & Astrophysics",9/1/2019,"\N","10.1051/0004-6361/201732393","aa32393-17","Pascal J.","Bordé","Laboratoire d'Astrophysique de Bordeaux","33271","Floirac cedex"
"aa","1432-0746","Astronomy & Astrophysics",9/2/2019,"2019-10-29 09:10:58+01","10.1051/0004-6361/201935369","aa35369-19","José","Fernandez-Trincado","Observatory of Besancon","25010","BESANCON"
"aa","1432-0746","Astronomy & Astrophysics",9/3/2019,"2019-10-16 09:10:54+02","10.1051/0004-6361/201935582","aa35582-19","Florian","Debras","Institut de Recherche en Astrophysique et Planetologie","31000","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",9/4/2019,"2019-10-21 09:10:34+02","10.1051/0004-6361/201935340","aa35340-19","Audrey","Coutens","Laboratoire d'Astrophysique de Bordeaux","33615","Pessac"
"aa","1432-0746","Astronomy & Astrophysics",9/5/2019,"2019-10-21 09:10:39+02","10.1051/0004-6361/201732504","aa32504-17","Laurent","Koechlin","Université de Toulouse, CNRS","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",9/5/2019,"2019-11-25 09:11:07+01","10.1051/0004-6361/201936189","aa36189-19","Arturo","López Ariste","IRAP. CNRS UMR 5277","31400","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",9/6/2019,"2020-01-14 09:01:53+01","10.1051/0004-6361/201936166","aa36166-19","Alexandre","Marcowith","Université de Montpellier","34095","MONTPELLIER"
"aa","1432-0746","Astronomy & Astrophysics",9/8/2019,"2019-11-26 09:11:52+01","10.1051/0004-6361/201935394","aa35394-19","Florian","Sarron","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/8/2019,"2019-12-16 09:12:56+01","10.1051/0004-6361/201936320","aa36320-19","Brisa Llaneth","Mancillas Vaquera","Observatoire de Paris - LERMA","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/9/2019,"2019-10-11 09:10:24+02","10.1051/0004-6361/201936377","aa36377-19","Julien","Montillaud","Institut Utinam, CNRS UMR 6213, OSU THETA, Université de Franche-Comté","FR-25000","Besançon"
"aa","1432-0746","Astronomy & Astrophysics",9/9/2019,"2019-11-21 09:11:53+01","10.1051/0004-6361/201834929","aa34929-18","Paola","Di Matteo","Observatoire de Paris - Section de Meudon","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",9/10/2019,"2019-10-25 09:10:07+02","10.1051/0004-6361/201936089","aa36089-19","Nathalie","Ysard","IAS","F-91405","Orsay"
"aa","1432-0746","Astronomy & Astrophysics",9/10/2019,"2019-11-08 09:11:08+01","10.1051/0004-6361/201935728","aa35728-19","Laetitia","Rodet","Université Grenoble Alpes, CNRS","38000","Grenoble"
"aa","1432-0746","Astronomy & Astrophysics",9/11/2019,"2019-10-31 09:10:39+01","10.1051/0004-6361/201936133","aa36133-19","Alessandro","Boselli","Laboratoire d Astrophysique de Marseille","13388 Marseille","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",9/12/2019,"2019-11-13 09:11:17+01","10.1051/0004-6361/201935777","aa35777-19","Pascal","Rannou","Université de Reims Champagne Ardennes","51687","Reims"
"aa","1432-0746","Astronomy & Astrophysics",9/13/2019,"2019-10-30 09:10:52+01","10.1051/0004-6361/201936288","aa36288-19","Stephane","Mazevet","LUTH","\N","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/13/2019,"2019-10-31 09:10:23+01","10.1051/0004-6361/201936206","aa36206-19","Garima","Singh","Observatoire de Paris","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",9/15/2019,"2019-10-21 09:10:09+02","10.1051/0004-6361/201936188","aa36188-19","Ricarda","Beckmann","Institut d'Astrophysique de Paris","75014","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/16/2019,"\N","10.1051/0004-6361/201834954","aa34954-18","Pierre-Francois","Leget","Laboratoire de Physique Nucleaire et des Hautes Energies","75005","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/16/2019,"2019-11-07 09:11:52+01","10.1051/0004-6361/201936282","aa36282-19","Raphaël","Galicher","LESIA, Observatoire de Paris","92195","Meudon"
"aa","1432-0746","Astronomy & Astrophysics",9/16/2019,"2020-03-02 09:03:26+01","10.1051/0004-6361/201936325","aa36325-19","Sergio","Hoyer","Laboratoire d'Astrophysique de Marseille","13338","Marseille"
"aa","1432-0746","Astronomy & Astrophysics",9/19/2019,"2019-11-05 09:11:18+01","10.1051/0004-6361/201936275","aa36275-19","Yohan","Dubois","Institut d'Astrophysique de Paris","75008","Paris"
"aa","1432-0746","Astronomy & Astrophysics",9/20/2019,"2019-10-28 09:10:42+01","10.1051/0004-6361/201936267","aa36267-19","Théo","Lopez","Laboratoire d'Astrophysique de Marseille","13388","Marseille cedex 13"
"aa","1432-0746","Astronomy & Astrophysics",9/20/2019,"2019-11-07 09:11:59+01","10.1051/0004-6361/201936459","aa36459-19","Benjamin","Evano","IRAP and LPT","31000","Toulouse"
"aa","1432-0746","Astronomy & Astrophysics",9/20/2019,"2019-11-13 09:11:04+01","10.1051/0004-6361/201935251","aa35251-19","Arthur","Vigan","Laboratoire d'Astrophysique de Marseille","13388","Marseille cedex 13"
"aa","1432-0746","Astronomy & Astrophysics",9/21/2019,"2019-11-05 09:11:00+01","10.1051/0004-6361/201936477","aa36477-19","Aurélie","Astoul","AIM, CEA, CNRS, Université Paris-Saclay, Université Paris Diderot, Sorbonne Paris Cité","F-91191","Gif-sur-Yvette"
"aa","1432-0746","Astronomy & Astrophysics",9/21/2019,"2020-01-10 09:01:29+01","10.1051/0004-6361/201935848","aa35848-19","Vincent","Hocdé","Université Côte d'Azur, Observatoire de la Côte d'Azur, CNRS, Laboratoire Lagrange","06304","Nice"
"aa","1432-0746","Astronomy & Astrophysics",9/23/2019,"2019-11-07 09:11:41+01","10.1051/0004-6361/201936583","aa36583-19","Pierre","Maggi","Université de Strasbourg, CNRS, Observatoire astronomique de Strasbourg, UMR7550","67000","Strasbourg"
"aa","1432-0746","Astronomy & Astrophysics",9/25/2019,"2019-10-30 09:10:56+01","10.1051/0004-6361/201936566","aa36566-19","Andrea","Chiavassa","Laboratoire LAGRANGE","06304","Nice Cedex 4"
"aa","1432-0746","Astronomy & Astrophysics",9/25/2019,"2019-11-27 09:11:02+01","10.1051/0004-6361/201935226","aa35226-19","Timea","Csengeri","Laboratoire d'Astrophysique de Bordeaux","33615","Floirac"
"aa","1432-0746","Astronomy & Astrophysics",9/26/2019,"2019-12-06 09:12:44+01","10.1051/0004-6361/201935681","aa35681-19","Frederic","Baudin","Institut d'astrophysique spatiale","\N","\N"
"aa","1432-0746","Astronomy & Astrophysics",9/27/2019,"2020-01-22 09:01:16+01","10.1051/0004-6361/201935732","aa35732-19","Simon","Petrus","Institut de Planétologie et d'Astrophysique de Grenoble","38400","St-Martin d'Hères"
