Institution name;Date of Submission;Date of Acceptance;DOI;Article Title;Article Type;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Article License
University of Basel;21.02.2023;22.01.2024;10.1016/j.heliyon.2024.e25178;Intracorporeal vs. extracorporeal open and closed knot tying techniques in laparoscopy: A randomized, controlled study;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
University of Basel;15.06.2024;02.12.2024;10.1016/j.gca.2024.12.002;Taxon-specific hydrogen isotope signals in cultures and mesocosms facilitate ecosystem and hydroclimate reconstruction;FLA;TRUE;Hybrid Open Access;Elsevier;Geochimica et Cosmochimica Acta;0016-7037;CC BY
University of Basel;29.06.2024;21.09.2024;10.1016/j.gassur.2024.09.021;Extent of resection and underlying liver disease influence the accuracy of the preoperative risk assessment with the ACS NSQIP Risk Calculator;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Gastrointestinal Surgery;1091-255X;CC BY
University of Basel;15.11.2023;31.08.2024;10.1016/j.gaitpost.2024.08.083;Walking stress-induced changes in gait patterns and muscle activity: patients with lumbar spinal stenosis versus asymptomatic controls;FLA;TRUE;Hybrid Open Access;Elsevier;Gait & Posture;0966-6362;CC BY
University of Basel;08.02.2023;03.01.2024;10.1016/j.gaitpost.2024.01.005;Spatiotemporal gait characteristics across the adult lifespan: reference values from a healthy population – analysis of the COmPLETE cohort study;FLA;TRUE;Hybrid Open Access;Elsevier;Gait & Posture;0966-6362;CC BY
University of Basel;07.07.2023;20.06.2024;10.1016/j.futures.2024.103419;The Seeds of Tomorrow: Investigating Adolescent Perception of the Future with the Futures Consciousness Scale for Adolescents;FLA;TRUE;Hybrid Open Access;Elsevier;Futures;0016-3287;CC BY
University of Basel;06.07.2024;06.11.2024;10.1016/j.fusengdes.2024.114724;Pulsed radiofrequency plasma for cleaning ITER first mirrors with and without notch-filter and magnetic field;FLA;TRUE;Hybrid Open Access;Elsevier;Fusion Engineering and Design;0920-3796;CC BY
University of Basel;23.08.2023;19.01.2024;10.1016/j.fusengdes.2024.114187;Formation of nano-tendril bundle (NTB) by evaporation of tungsten in neutral gases;FLA;TRUE;Hybrid Open Access;Elsevier;Fusion Engineering and Design;0920-3796;CC BY
University of Basel;10.12.2023;14.02.2024;10.1016/j.fsigen.2024.103026;DEPArray™ single-cell technology: A validation study for forensic applications;FLA;TRUE;Hybrid Open Access;Elsevier;Forensic Science International: Genetics;1872-4973;CC BY
University of Basel;23.05.2024;21.07.2024;10.1016/j.freeradbiomed.2024.07.026;Molecular aspects of the exercise response and training adaptation in skeletal muscle;REV;TRUE;Hybrid Open Access;Elsevier;Free Radical Biology and Medicine;0891-5849;CC BY
University of Basel;10.10.2024;14.11.2024;10.1016/j.forsciint.2024.112300;Comparison of visible-light and infrared photography for visualizing hematomas postmortem;FLA;TRUE;Hybrid Open Access;Elsevier;Forensic Science International;0379-0738;CC BY-NC
University of Basel;21.01.2024;20.10.2024;10.1016/j.foodqual.2024.105350;Animal Welfare Has Priority: Swiss Consumers' Preferences for Animal Welfare, Greenhouse Gas Reductions and Other Sustainability Improvements in Dairy Products;FLA;TRUE;Hybrid Open Access;Elsevier;Food Quality and Preference;0950-3293;CC BY
University of Basel;23.04.2024;04.11.2024;10.1016/j.fas.2024.11.003;Integrating Weightbearing CT Findings into Evaluation of Conventional Radiographs in Progressive Collapsing Foot Deformity;FLA;TRUE;Hybrid Open Access;Elsevier;Foot and Ankle Surgery;1268-7731;CC BY
University of Basel;07.12.2024;29.11.2024;10.1016/j.eurpolymj.2024.113616;Electrospun Polycaprolactone-Curcumin Scaffolds: Optimization of Fiber Production for Enhanced Nanotopography and Improved Biological Cell Adhesion;FLA;TRUE;Hybrid Open Access;Elsevier;European Polymer Journal;0014-3057;CC BY
University of Basel;26.03.2024;30.08.2024;10.1016/j.euros.2024.08.018;Catheter-associated Urinary Tract Infections—Online Questionnaire: Status Quo in Central European Urological Management of Catheter-associated Urinary Tract Infection;FLA;FALSE;Full Open Access;Elsevier;European Urology Open Science;2666-1683;CC BY
University of Basel;23.01.2024;18.10.2024;10.1016/j.euroecorev.2024.104891;Regional Variations in Corporate Tax Responsiveness: Evidence from Switzerland;FLA;TRUE;Hybrid Open Access;Elsevier;European Economic Review;0014-2921;CC BY
University of Basel;29.01.2024;14.10.2024;10.1016/j.euroecorev.2024.104890;Central Bank Digital Currency and Bank Intermediation: Medium of Exchange vs. Savings Vehicle;FLA;TRUE;Hybrid Open Access;Elsevier;European Economic Review;0014-2921;CC BY
University of Basel;20.06.2024;22.08.2024;10.1016/j.euf.2024.08.007;Urinary Infection Management in Frail or Comorbid Older Individuals;PGL;TRUE;Hybrid Open Access;Elsevier;European Urology Focus;2405-4569;CC BY
University of Basel;10.04.2023;14.02.2024;10.1016/j.euf.2024.02.006;Opportunistic Prostate Cancer Screening with Biparametric Magnetic Resonance Imaging (VISIONING);FLA;TRUE;Hybrid Open Access;Elsevier;European Urology Focus;2405-4569;CC BY
University of Basel;16.09.2024;23.12.2024;10.1016/j.envres.2024.120694;The association of increased pre- and postnatal NO2 and PM2.5 exposure with the infant nasal microbiome composition and respiratory symptoms;FLA;TRUE;Hybrid Open Access;Elsevier;Environmental Research;0013-9351;CC BY
University of Basel;09.06.2024;03.12.2024;10.1016/j.envres.2024.120550;Exploring RF-EMF levels in Swiss microenvironments: An evaluation of environmental and auto-induced downlink and uplink exposure in the era of 5G;FLA;TRUE;Hybrid Open Access;Elsevier;Environmental Research;0013-9351;CC BY
University of Basel;28.06.2024;12.09.2024;10.1016/j.envres.2024.119999;Spatiotemporal Modelling of Airborne Birch and Grass Pollen Concentration across Switzerland: a comparison of statistical, machine learning and ensemble methods;FLA;TRUE;Hybrid Open Access;Elsevier;Environmental Research;0013-9351;CC BY
University of Basel;03.04.2024;23.05.2024;10.1016/j.envres.2024.119224;Association between short-term pollen exposure and blood pressure in adults: a repeated-measures study;FLA;TRUE;Hybrid Open Access;Elsevier;Environmental Research;0013-9351;CC BY
University of Basel;09.05.2023;04.01.2024;10.1016/j.envres.2024.118116;Socio-environmental modifiers of heat-related mortality in eight Swiss cities: A case time series analysis;FLA;TRUE;Hybrid Open Access;Elsevier;Environmental Research;0013-9351;CC BY
University of Basel;13.09.2024;02.12.2024;10.1016/j.envint.2024.109181;Extremely low frequency magnetic fields (ELF-MF) in Switzerland: from exposure monitoring to daily exposure scenarios;FLA;FALSE;Full Open Access;Elsevier;Environment International;0160-4120;CC BY
University of Basel;19.12.2023;12.02.2024;10.1016/j.envint.2024.108501;Acute effects of military aircraft noise on sedative and analgesic drug administrations in psychiatric patients: a case-time series analysis;FLA;FALSE;Full Open Access;Elsevier;Environment International;0160-4120;CC BY
University of Basel;14.02.2024;10.06.2024;10.1016/j.ejso.2024.108478;Association of relative resection volume with patient-reported outcomes applying different levels of oncoplastic breast conserving surgery – a retrospective cohort study;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Surgical Oncology;0748-7983;CC BY
University of Basel;21.11.2023;24.04.2024;10.1016/j.ejro.2024.100567;Advanced Deep Learning-Based Image Reconstruction in Lumbar Spine MRI at 0.55T – Effects on Image Quality and Acquisition Time in Comparison to Conventional Deep Learning-Based Reconstruction;FLA;FALSE;Full Open Access;Elsevier;European Journal of Radiology Open;2352-0477;CC BY
University of Basel;22.05.2024;09.09.2024;10.1016/j.ejps.2024.106898;Comparison of ionizable lipids for lipid nanoparticle mediated DNA delivery;FLA;FALSE;Full Open Access;Elsevier;European Journal of Pharmaceutical Sciences;0928-0987;CC BY
University of Basel;14.04.2024;22.08.2024;10.1016/j.ejps.2024.106885;Effect of protein binding on the pharmacokinetics of the six substrates in the Basel phenotyping cocktail in healthy subjects and patients with liver cirrhosis;FLA;FALSE;Full Open Access;Elsevier;European Journal of Pharmaceutical Sciences;0928-0987;CC BY
University of Basel;06.12.2023;01.03.2024;10.1016/j.ejpoleco.2024.102523;Governments manipulate official Statistics: Institutions matter;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Political Economy;0176-2680;CC BY-NC
University of Basel;28.07.2023;07.02.2024;10.1016/j.ejogrb.2024.02.019;Interventional study to improve pertussis and influenza vaccination uptake in pregnant women;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Obstetrics & Gynecology and Reproductive Biology;0301-2115;CC BY
University of Basel;03.09.2024;25.04.2024;10.1016/j.ejmech.2024.116455;Analogues of the Pan-Selectin Antagonist Rivipansel (GMI-1070);FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Medicinal Chemistry;0223-5234;CC BY
University of Basel;24.11.2023;12.03.2024;10.1016/j.ejim.2024.03.016;Prognostic value of cognitive impairment, assessed by the Clock Drawing Test, in Emergency Department patients presenting with non-specific complaints;FLA;TRUE;Hybrid Open Access;Elsevier;European Journal of Internal Medicine;0953-6205;CC BY
University of Basel;15.11.2023;24.02.2024;10.1016/j.econlet.2024.111617;Top-Down and Bottom-Up  Information Acquisition: Application to Financial Markets;SCO;TRUE;Hybrid Open Access;Elsevier;Economics Letters;0165-1765;CC BY
University of Basel;23.08.2024;30.12.2024;10.1016/j.eclinm.2024.103062;Hospitalizations in people with Down syndrome across age groups: a population-based cohort study in Switzerland;FLA;FALSE;Full Open Access;Elsevier;eClinicalMedicine;2589-5370;CC BY-NC-ND
University of Basel;21.09.2023;10.01.2024;10.1016/j.eclinm.2024.102436;How does post COVID differ from other post-viral conditions in childhood and adolescence (0-20 years old)? A Systematic Review;FLA;FALSE;Full Open Access;Elsevier;eClinicalMedicine;2589-5370;CC BY-NC-ND
University of Basel;30.10.2023;05.01.2024;10.1016/j.eclinm.2024.102429;Effect of dulaglutide in promoting abstinence during smoking cessation: 12-month follow-up of a single-centre, randomised, double-blind, placebo-controlled, parallel group trial;FLA;FALSE;Full Open Access;Elsevier;eClinicalMedicine;2589-5370;CC BY
University of Basel;26.01.2024;31.07.2024;10.1016/j.ebiom.2024.105284;Effects of the Glucagon-Like Peptide-1 Receptor Agonist Dulaglutide on Sexuality in Healthy Men: A randomised, double-blind, placebo-controlled crossover study;FLA;FALSE;Full Open Access;Elsevier;eBioMedicine;2352-3964;CC BY-NC
University of Basel;07.12.2024;06.12.2024;10.1016/j.earscirev.2024.105026;Paleoclimatic significance of water isotopes in speleothem fluid inclusions;REV;TRUE;Hybrid Open Access;Elsevier;Earth-Science Reviews;0012-8252;CC BY
University of Basel;16.01.2024;09.02.2024;10.1016/j.dib.2024.110198;A dataset to model Levantine landcover and land-use change connected to climate change, the Arab Spring and COVID-19;DAT;FALSE;Full Open Access;Elsevier;Data in Brief;2352-3409;CC BY
University of Basel;14.12.2023;19.12.2024;10.1016/j.devcel.2024.12.038;The regulatory landscape of 5′ UTRs in translational control during zebrafish embryogenesis;FLA;TRUE;Hybrid Open Access;Elsevier;Developmental Cell;1534-5807;CC BY
University of Basel;15.05.2023;07.06.2024;10.1016/j.devcel.2024.06.004;Seamless knock-ins in Drosophila via CRISPR-triggered single-strand annealing;FLA;TRUE;Hybrid Open Access;Elsevier;Developmental Cell;1534-5807;CC BY
University of Basel;24.07.2023;26.04.2024;10.1016/j.dental.2024.04.004;Effect of curing mode of resin composite cements on water sorption, color stability and biaxial flexural strength;FLA;TRUE;Hybrid Open Access;Elsevier;Dental Materials;0109-5641;CC BY-NC-ND
University of Basel;23.04.2023;07.02.2024;10.1016/j.dcm.2024.100756;Responding to subtitled K-drama: Artefact-orientation in timed comments;FLA;TRUE;Hybrid Open Access;Elsevier;Discourse, Context & Media;2211-6958;CC BY-NC-ND
University of Basel;26.04.2024;03.08.2024;10.1016/j.dci.2024.105240;The future of comparative immunology;FLA;TRUE;Hybrid Open Access;Elsevier;Developmental and Comparative Immunology;0145-305X;CC BY
University of Basel;04.09.2024;04.09.2024;10.1016/j.cub.2024.09.006;Urbanization-associated range expansion genetically homogenizes a butterfly species;SCO;TRUE;Hybrid Open Access;Elsevier;Current Biology;0960-9822;CC BY
University of Basel;02.02.2024;23.07.2024;10.1016/j.cub.2024.07.082;Trehalose mediates salinity-stress tolerance in natural populations of a freshwater crustacean;FLA;TRUE;Hybrid Open Access;Elsevier;Current Biology;0960-9822;CC BY
University of Basel;13.10.2023;02.04.2024;10.1016/j.cub.2024.04.006;Ancient Mycobacterium leprae genome reveals medieval English red squirrels as animal leprosy host;SCO;TRUE;Hybrid Open Access;Elsevier;Current Biology;0960-9822;CC BY-NC-ND
University of Basel;02.12.2024;07.10.2024;10.1016/j.crmeth.2024.100885;Optimized full-spectrum flow cytometry panel for deep immunophenotyping of murine lungs;FLA;FALSE;Full Open Access;Elsevier;Cell Reports Methods;2667-2375;CC BY
University of Basel;26.03.2024;22.11.2024;10.1016/j.crad.2024.106758;New-generation 0.55T MRI in patients with total hip arthroplasty – a comparison with 1.5T MRI ;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Radiology;0009-9260;CC BY
University of Basel;22.07.2024;18.11.2024;10.1016/j.cpc.2024.109446;Asparagus: A Toolkit for Autonomous, User-Guided Construction of Machine-Learned Potential Energy Surfaces;FLA;TRUE;Hybrid Open Access;Elsevier;Computer Physics Communications;0010-4655;CC BY
University of Basel;10.06.2023;29.01.2024;10.1016/j.comppsych.2024.152457;Long-term trajectories of densely reported depressive symptoms during an extended period of the COVID-19 pandemic in Switzerland: Social worries matter;FLA;FALSE;Full Open Access;Elsevier;Comprehensive Psychiatry;0010-440X;CC BY-NC-ND
University of Basel;30.04.2024;14.12.2024;10.1016/j.coldregions.2024.104402;Mapping snow gliding distances: Bridging modelled and field observations;FLA;TRUE;Hybrid Open Access;Elsevier;Cold Regions Science and Technology;0165-232X;CC BY-NC
University of Basel;05.12.2023;13.02.2024;10.1016/j.cogpsych.2024.101642;What’s in a Sample? Epistemic Uncertainty and Metacognitive Awareness in Risk Taking;FLA;TRUE;Hybrid Open Access;Elsevier;Cognitive Psychology;0010-0285;CC BY
University of Basel;14.07.2023;22.01.2024;10.1016/j.cobeha.2024.101357;Unravelling the cerebellum’s role in Multiple Sclerosis;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Behavioral Sciences;2352-1546;CC BY
University of Basel;09.08.2023;07.05.2024;10.1016/j.cmi.2024.05.004;Prevalence and predictors of residual antibiotics in children’s blood in community settings in Tanzania;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Microbiology and Infection;1198-743X;CC BY
University of Basel;28.03.2024;18.07.2024;10.1016/j.clnu.2024.07.020;Muscle matters: Prognostic implications of malnutrition and muscle health parameters in patients with cancer (A secondary analysis of a randomised trial);FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Nutrition;0261-5614;CC BY
University of Basel;29.02.2024;28.11.2024;10.1016/j.clinbiomech.2024.106402;Upper body gait deviations in children with Duchenne muscular dystrophy;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Biomechanics;0268-0033;CC BY
University of Basel;28.09.2023;08.06.2024;10.1016/j.clcc.2024.06.003;Trifluridine/tipiracil based chemoradiation in locally advanced rectal cancer - The phase I/II TARC trial;FLA;TRUE;Hybrid Open Access;Elsevier;Clinical Colorectal Cancer;1533-0028;CC BY
University of Basel;03.01.2023;27.03.2024;10.1016/j.chom.2024.03.013;Burkholderia thailandensis uses a type VI secretion system to lyse protrusions without triggering host cell responses.;FLA;TRUE;Hybrid Open Access;Elsevier;Cell Host & Microbe;1931-3128;CC BY
University of Basel;16.04.2024;11.07.2024;10.1016/j.chempr.2024.07.007;Creation and Optimization of Artificial Metalloenzymes: Harnessing the Power of Directed Evolution and Beyond;REV;TRUE;Hybrid Open Access;Elsevier;Chem;2451-9294;CC BY
