Institution name;APC Payment Year;Date of Submission;Date of Acceptance;DOI;DOI URL;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN electronic;journal_issn_l ;Article License;agreement
ETH Zurich;;28.10.2022;01.04.2023;10.1016/j.ijdrr.2023.103674;10.1016/j.ijdrr.2023.103674;TRUE;Hybrid;Elsevier;International Journal of Disaster Risk Reduction;2212-4209;;CC BY;
ETH Zurich;;23.12.2022;04.05.2023;10.1016/j.jcou.2023.102496;10.1016/j.jcou.2023.102496;FALSE;Full Open Access;Elsevier;Journal of CO2 Utilization;2212-9820;;CC BY;
ETH Zurich;;14.10.2022;06.05.2023;10.1016/j.pacs.2023.100508;10.1016/j.pacs.2023.100508;FALSE;Full Open Access;Elsevier;Photoacoustics;2213-5979;;CC BY;
ETH Zurich;;22.10.2022;23.08.2023;10.1016/j.lssr.2023.08.005;10.1016/j.lssr.2023.08.005;TRUE;Hybrid;Society;Life Sciences in Space Research;2214-5524;;CC BY;
ETH Zurich;;23.12.2022;11.08.2023;10.1016/j.istruc.2023.105058;10.1016/j.istruc.2023.105058;TRUE;Hybrid;Society;Structures;2352-0124;;CC BY;
ETH Zurich;;06.07.2022;05.08.2023;10.1016/j.jpubeco.2023.104973;10.1016/j.jpubeco.2023.104973;TRUE;Hybrid;Elsevier;Journal of Public Economics;0047-2727;;CC BY;
ETH Zurich;;20.05.2022;18.05.2023;10.1016/j.cemconres.2023.107207;10.1016/j.cemconres.2023.107207;TRUE;Hybrid;Elsevier;Cement and Concrete Research;0008-8846;;CC BY-NC-ND;
ETH Zurich;;06.09.2022;23.07.2023;10.1016/j.resconrec.2023.107140;10.1016/j.resconrec.2023.107140;TRUE;Hybrid;Elsevier;Resources, Conservation & Recycling;0921-3449;;CC BY;
ETH Zurich;;11.03.2022;20.02.2024;10.1016/j.disc.2024.113950;10.1016/j.disc.2024.113950;TRUE;Hybrid;Elsevier;Discrete Mathematics;0012-365X;;CC BY;
ETH Zurich;;30.11.2022;18.06.2023;10.1016/j.geoderma.2023.116576;10.1016/j.geoderma.2023.116576;FALSE;Full Open Access;Elsevier;Geoderma;0016-7061;;CC BY;
ETH Zurich;;01.11.2022;03.05.2023;10.1016/j.geoforum.2023.103771;10.1016/j.geoforum.2023.103771;TRUE;Hybrid;Elsevier;Geoforum;0016-7185;;CC BY;
ETH Zurich;;29.03.2022;12.07.2023;10.1016/j.agrformet.2023.109613;10.1016/j.agrformet.2023.109613;TRUE;Hybrid;Elsevier;Agricultural and Forest Meteorology;0168-1923;;CC BY;
ETH Zurich;;25.05.2022;02.06.2023;10.1016/j.envsci.2023.06.003;10.1016/j.envsci.2023.06.003;TRUE;Hybrid;Elsevier;Environmental Science and Policy;1462-9011;;CC BY;
ETH Zurich;;09.12.2022;29.05.2023;10.1016/j.resconrec.2023.107069;10.1016/j.resconrec.2023.107069;TRUE;Hybrid;Elsevier;Resources, Conservation & Recycling;0921-3449;;CC BY;
ETH Zurich;;28.03.2022;18.08.2023;10.1016/j.jfa.2023.110147;10.1016/j.jfa.2023.110147;TRUE;Hybrid;Elsevier;Journal of Functional Analysis;0022-1236;;CC BY;
ETH Zurich;;14.01.2022;04.06.2023;10.1016/j.neunet.2023.06.008;10.1016/j.neunet.2023.06.008;TRUE;Hybrid;Elsevier;Neural Networks;0893-6080;;CC BY;
ETH Zurich;;09.09.2022;28.07.2023;10.1016/j.jcp.2023.112404;10.1016/j.jcp.2023.112404;TRUE;Hybrid;Elsevier;Journal of Computational Physics;0021-9991;;CC BY;
ETH Zurich;;18.10.2022;18.05.2023;10.1016/j.epsl.2023.118233;10.1016/j.epsl.2023.118233;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;0012-821X;;CC BY;
ETH Zurich;;31.10.2022;16.10.2023;10.1016/j.tra.2023.103867;10.1016/j.tra.2023.103867;TRUE;Hybrid;Elsevier;Transportation Research Part A;0965-8564;;CC BY;
ETH Zurich;;15.06.2022;11.07.2023;10.1016/j.jtrangeo.2023.103663;10.1016/j.jtrangeo.2023.103663;TRUE;Hybrid;Elsevier;Journal of Transport Geography;0966-6923;;CC BY;
ETH Zurich;;02.12.2022;21.08.2023;10.1016/j.trc.2023.104315;10.1016/j.trc.2023.104315;TRUE;Hybrid;Elsevier;Transportation Research Part C;0968-090X;;CC BY;
ETH Zurich;;01.09.2022;03.06.2023;10.1016/j.gca.2023.06.005;10.1016/j.gca.2023.06.005;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;0016-7037;;CC BY;
ETH Zurich;;27.06.2022;27.06.2023;10.1016/j.gca.2023.06.030;10.1016/j.gca.2023.06.030;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;0016-7037;;CC BY;
ETH Zurich;;28.12.2022;01.05.2023;10.1016/j.autcon.2023.104918;10.1016/j.autcon.2023.104918;TRUE;Hybrid;Elsevier;Automation in Construction;0926-5805;;CC BY;
ETH Zurich;;30.11.2022;29.04.2023;10.1016/j.gca.2023.04.034;10.1016/j.gca.2023.04.034;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;0016-7037;;CC BY;
ETH Zurich;;07.09.2022;17.04.2023;10.1016/j.jsg.2023.104865;10.1016/j.jsg.2023.104865;TRUE;Hybrid;Elsevier;Journal of Structural Geology;0191-8141;;CC BY;
Forschungsinstitut für biologischen Landbau FiBL;;27.07.2022;04.05.2023;10.1016/j.jrurstud.2023.103031;10.1016/j.jrurstud.2023.103031;TRUE;Hybrid;Elsevier;Journal of Rural Studies;0743-0167;;CC BY;
Forschungsinstitut für biologischen Landbau FiBL;;22.07.2022;07.07.2023;10.1016/j.apsoil.2023.105054;10.1016/j.apsoil.2023.105054;TRUE;Hybrid;Elsevier;Applied Soil Ecology;0929-1393;;CC BY;
Graduate Institute of International and Development Studies;;01.12.2022;10.11.2023;10.1016/j.exis.2023.101376;10.1016/j.exis.2023.101376;TRUE;Hybrid;Elsevier;The Extractive Industries and Society;2214-790X;;CC BY-NC;
Graduate Institute of International and Development Studies;;25.01.2022;13.05.2024;10.1016/j.labeco.2024.102569;10.1016/j.labeco.2024.102569;TRUE;Hybrid;Elsevier;Labour Economics;0927-5371;;CC BY;
Haute Ecole Pédagogique du Valais;;06.10.2022;14.06.2023;10.1016/j.actpsy.2023.103961;10.1016/j.actpsy.2023.103961;FALSE;Full Open Access;Elsevier;Acta Psychologica;0001-6918;;CC BY-NC-ND;
Lucerne University of Applied Sciences and Arts;;16.03.2022;30.04.2023;10.1016/j.tra.2023.103700;10.1016/j.tra.2023.103700;TRUE;Hybrid;Elsevier;Transportation Research Part A;0965-8564;;CC BY;
Lucerne University of Applied Sciences and Arts;;29.11.2022;18.04.2023;10.1016/j.energy.2023.127596;10.1016/j.energy.2023.127596;TRUE;Hybrid;Elsevier;Energy;0360-5442;;CC BY;
Lucerne University of Applied Sciences and Arts;;29.11.2022;12.05.2023;10.1016/j.retrec.2023.101301;10.1016/j.retrec.2023.101301;TRUE;Hybrid;Elsevier;Research in Transportation Economics;0739-8859;;CC BY;
OST University of Applied Science of Eastern Switzerland;;23.05.2022;29.04.2023;10.1016/j.evalprogplan.2023.102302;10.1016/j.evalprogplan.2023.102302;TRUE;Hybrid;Elsevier;Evaluation and Program Planning;0149-7189;;CC BY;
OST University of Applied Science of Eastern Switzerland;;31.10.2022;30.04.2024;10.1016/j.childyouth.2024.107653;10.1016/j.childyouth.2024.107653;TRUE;Hybrid;Elsevier;Children and Youth Services Review;0190-7409;;CC BY;
Pädagogische Hochschule Bern;;17.11.2022;10.05.2023;10.1016/j.psyneuen.2023.106291;10.1016/j.psyneuen.2023.106291;TRUE;Hybrid;Elsevier;Psychoneuroendocrinology;0306-4530;;CC BY;
Pädagogische Hochschule Bern;;17.08.2022;22.06.2023;10.1016/j.childyouth.2023.107077;10.1016/j.childyouth.2023.107077;TRUE;Hybrid;Elsevier;Children and Youth Services Review;0190-7409;;CC BY;
PSI - Paul Scherrer Institute;;14.10.2022;23.05.2023;10.1016/j.nucengdes.2023.112408;10.1016/j.nucengdes.2023.112408;TRUE;Hybrid;Elsevier;Nuclear Engineering and Design;0029-5493;;CC BY-NC-ND;
PSI - Paul Scherrer Institute;;01.10.2022;17.05.2023;10.1016/j.nima.2023.168385;10.1016/j.nima.2023.168385;TRUE;Hybrid;Elsevier;Nuclear Inst. and Methods in Physics Research, A;0168-9002;;CC BY;
PSI - Paul Scherrer Institute;;31.07.2022;18.05.2023;10.1016/j.enpol.2023.113642;10.1016/j.enpol.2023.113642;TRUE;Hybrid;Elsevier;Energy Policy;0301-4215;;CC BY;
PSI - Paul Scherrer Institute;;28.11.2022;03.05.2023;10.1016/j.ast.2023.108379;10.1016/j.ast.2023.108379;TRUE;Hybrid;Elsevier;Aerospace Science and Technology;1270-9638;;CC BY;
PSI - Paul Scherrer Institute;;05.10.2022;03.03.2023;10.1016/j.ijthermalsci.2023.108266;10.1016/j.ijthermalsci.2023.108266;TRUE;Hybrid;Elsevier;International Journal of Thermal Sciences;1290-0729;;CC BY;
Schwyz University of Teacher Education;;15.07.2022;04.05.2023;10.1016/j.ijcci.2023.100595;10.1016/j.ijcci.2023.100595;TRUE;Hybrid;Elsevier;International Journal of Child-Computer Interaction;2212-8689;;CC BY;
Università della Svizzera italiana;;22.12.2022;29.04.2023;10.1016/j.socscimed.2023.115940;10.1016/j.socscimed.2023.115940;TRUE;Hybrid;Elsevier;Social Science & Medicine;0277-9536;;CC BY;
Università della Svizzera italiana;;17.01.2022;17.01.2024;10.1016/j.cam.2024.115787;10.1016/j.cam.2024.115787;TRUE;Hybrid;Elsevier;Journal of Computational and Applied Mathematics;0377-0427;;CC BY;
Università della Svizzera italiana;;14.12.2022;18.12.2023;10.1016/j.labeco.2023.102492;10.1016/j.labeco.2023.102492;TRUE;Hybrid;Elsevier;Labour Economics;0927-5371;;CC BY;
Università della Svizzera italiana;;28.11.2022;21.04.2023;10.1016/j.neuroimage.2023.120133;10.1016/j.neuroimage.2023.120133;FALSE;Full Open Access;Elsevier;NeuroImage;1053-8119;;CC BY;
Università della Svizzera italiana;;23.11.2022;27.06.2023;10.1016/j.irfa.2023.102764;10.1016/j.irfa.2023.102764;TRUE;Hybrid;Elsevier;International Review of Financial Analysis;1057-5219;;CC BY;
University Hospital of Bern;;10.09.2022;12.05.2023;10.1016/j.clnesp.2023.05.009;10.1016/j.clnesp.2023.05.009;TRUE;Hybrid;Society;Clinical Nutrition ESPEN;2405-4577;;CC BY;
University Hospital of Bern;;07.12.2022;14.10.2023;10.1016/j.rmcr.2023.101932;10.1016/j.rmcr.2023.101932;FALSE;Full Open Access;Elsevier;Respiratory Medicine Case Reports;2213-0071;;CC BY;
University of Applied Sciences and Arts Northwestern Switzerland;;31.10.2022;05.05.2023;10.1016/j.trc.2023.104170;10.1016/j.trc.2023.104170;TRUE;Hybrid;Elsevier;Transportation Research Part C;0968-090X;;CC BY;
University of Applied Sciences and Arts Northwestern Switzerland;;18.10.2022;24.04.2023;10.1016/j.autcon.2023.104909;10.1016/j.autcon.2023.104909;TRUE;Hybrid;Elsevier;Automation in Construction;0926-5805;;CC BY;
University of Applied Sciences and Arts Northwestern Switzerland;;27.07.2022;28.06.2023;10.1016/j.clae.2023.101888;10.1016/j.clae.2023.101888;TRUE;Hybrid;Society;Contact Lens and Anterior Eye;1367-0484;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;13.01.2022;12.04.2023;10.1016/j.automatica.2023.111092;10.1016/j.automatica.2023.111092;TRUE;Hybrid;Elsevier;Automatica;0005-1098;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;14.12.2022;01.07.2023;10.1016/j.conengprac.2023.105621;10.1016/j.conengprac.2023.105621;TRUE;Hybrid;Elsevier;Control Engineering Practice;0967-0661;;CC BY;
University of Applied Sciences and Arts of Southern Switzerland;;16.08.2022;24.07.2023;10.1016/j.ssresearch.2023.102915;10.1016/j.ssresearch.2023.102915;TRUE;Hybrid;Elsevier;Social Science Research;0049-089X;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;17.11.2022;26.07.2023;10.1016/j.gaitpost.2023.07.285;10.1016/j.gaitpost.2023.07.285;TRUE;Hybrid;Elsevier;Gait & Posture;0966-6362;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;20.09.2022;14.09.2023;10.1016/j.media.2023.102972;10.1016/j.media.2023.102972;TRUE;Hybrid;Elsevier;Medical Image Analysis;1361-8415;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;05.12.2022;03.08.2023;10.1016/j.esr.2023.101155;10.1016/j.esr.2023.101155;FALSE;Full Open Access;Elsevier;Energy Strategy Reviews;2211-467X;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;29.11.2022;15.05.2023;10.1016/j.actpsy.2023.103942;10.1016/j.actpsy.2023.103942;FALSE;Full Open Access;Elsevier;Acta Psychologica;0001-6918;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;14.06.2022;24.11.2023;10.1016/j.ijhm.2023.103640;10.1016/j.ijhm.2023.103640;TRUE;Hybrid;Elsevier;International Journal of Hospitality Management;0278-4319;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;31.10.2022;16.09.2023;10.1016/j.aimed.2023.09.004;10.1016/j.aimed.2023.09.004;TRUE;Hybrid;Elsevier;Advances in Integrative Medicine;2212-9588;;CC BY;
University of Applied Sciences and Arts Western Switzerland;;19.10.2022;16.02.2024;10.1016/j.heliyon.2024.e26674;10.1016/j.heliyon.2024.e26674;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY-NC;
University of Applied Sciences and Arts Western Switzerland;;15.03.2022;23.05.2023;10.1016/j.jcpx.2023.100127;10.1016/j.jcpx.2023.100127;FALSE;Full Open Access;Elsevier;Journal of Computational Physics: X;2590-0552;;CC BY;
University of Basel;;19.12.2022;30.09.2023;10.1016/j.spinee.2023.09.030;10.1016/j.spinee.2023.09.030;TRUE;Hybrid;Elsevier;The Spine Journal;1529-9430;;CC BY;
University of Basel;;23.11.2022;01.03.2023;10.1016/j.pathol.2023.03.003;10.1016/j.pathol.2023.03.003;TRUE;Hybrid;Society;Pathology;0031-3025;;CC BY;
University of Basel;;11.07.2022;17.05.2023;10.1016/j.gaitpost.2023.05.018;10.1016/j.gaitpost.2023.05.018;TRUE;Hybrid;Elsevier;Gait & Posture;0966-6362;;CC BY;
University of Basel;;19.12.2022;19.04.2023;10.1016/j.acvd.2023.04.003;10.1016/j.acvd.2023.04.003;TRUE;Hybrid;Elsevier;Archives of Cardiovascular Diseases;1875-2136;;CC BY;
University of Basel;;13.10.2022;08.05.2023;10.1016/j.rpth.2023.100182;10.1016/j.rpth.2023.100182;FALSE;Full Open Access;Society;Research and Practice in Thrombosis and Haemostasis;2475-0379;;CC BY;
University of Basel;;17.08.2022;19.05.2023;10.1016/j.jhep.2023.05.020;10.1016/j.jhep.2023.05.020;TRUE;Hybrid;Society;Journal of Hepatology;0168-8278;;CC BY;
University of Basel;;27.10.2022;07.11.2023;10.1016/j.worlddev.2023.106465;10.1016/j.worlddev.2023.106465;TRUE;Hybrid;Elsevier;World Development;0305-750X;;CC BY;
University of Basel;;27.07.2022;27.05.2023;10.1016/j.jbtep.2023.101884;10.1016/j.jbtep.2023.101884;TRUE;Hybrid;Elsevier;Journal of Behavior Therapy and Experimental Psychiatry;0005-7916;;CC BY;
University of Basel;;03.11.2022;26.04.2023;10.1016/j.envres.2023.116011;10.1016/j.envres.2023.116011;TRUE;Hybrid;Elsevier;Environmental Research;0013-9351;;CC BY;
University of Basel;;26.10.2022;02.06.2023;10.1016/j.envres.2023.116327;10.1016/j.envres.2023.116327;TRUE;Hybrid;Elsevier;Environmental Research;0013-9351;;CC BY;
University of Basel;;29.12.2022;30.05.2023;10.1016/j.ijnurstu.2023.104544;10.1016/j.ijnurstu.2023.104544;TRUE;Hybrid;Elsevier;International Journal of Nursing Studies;0020-7489;;CC BY;
University of Basel;;22.12.2022;02.11.2023;10.1016/j.ijnurstu.2023.104641;10.1016/j.ijnurstu.2023.104641;TRUE;Hybrid;Elsevier;International Journal of Nursing Studies;0020-7489;;CC BY;
University of Basel;;10.06.2022;18.12.2023;10.1016/j.techfore.2023.123156;10.1016/j.techfore.2023.123156;TRUE;Hybrid;Elsevier;Technological Forecasting & Social Change;0040-1625;;CC BY;
University of Basel;;16.11.2022;02.08.2023;10.1016/j.scitotenv.2023.166035;10.1016/j.scitotenv.2023.166035;TRUE;Hybrid;Elsevier;Science of the Total Environment;0048-9697;;CC BY;
University of Basel;;13.05.2022;08.09.2023;10.1016/j.eneco.2023.107023;10.1016/j.eneco.2023.107023;TRUE;Hybrid;Elsevier;Energy Economics;0140-9883;;CC BY;
University of Basel;;04.07.2022;25.07.2023;10.1016/j.chiabu.2023.106382;10.1016/j.chiabu.2023.106382;TRUE;Hybrid;Elsevier;Child Abuse & Neglect;0145-2134;;CC BY;
University of Basel;;22.12.2022;10.07.2023;10.1016/j.mathsocsci.2023.07.003;10.1016/j.mathsocsci.2023.07.003;TRUE;Hybrid;Elsevier;Mathematical Social Sciences;0165-4896;;CC BY;
University of Basel;;04.11.2022;23.08.2023;10.1016/j.ejpoleco.2023.102459;10.1016/j.ejpoleco.2023.102459;TRUE;Hybrid;Elsevier;European Journal of Political Economy;0176-2680;;CC BY;
University of Basel;;01.02.2022;28.10.2023;10.1016/j.childyouth.2023.107290;10.1016/j.childyouth.2023.107290;TRUE;Hybrid;Elsevier;Children and Youth Services Review;0190-7409;;CC BY;
University of Basel;;25.10.2022;05.06.2023;10.1016/j.jtherbio.2023.103615;10.1016/j.jtherbio.2023.103615;TRUE;Hybrid;Elsevier;Journal of Thermal Biology;0306-4565;;CC BY;
University of Basel;;22.12.2022;22.05.2023;10.1016/j.forsciint.2023.111738;10.1016/j.forsciint.2023.111738;TRUE;Hybrid;Elsevier;Forensic Science International;0379-0738;;CC BY;
University of Basel;;11.11.2022;05.06.2023;10.1016/j.gaitpost.2023.06.003;10.1016/j.gaitpost.2023.06.003;TRUE;Hybrid;Elsevier;Gait & Posture;0966-6362;;CC BY;
University of Basel;;07.06.2022;04.04.2023;10.1016/j.jslw.2023.101002;10.1016/j.jslw.2023.101002;TRUE;Hybrid;Elsevier;Journal of Second Language Writing;1060-3743;;CC BY;
University of Basel;;30.10.2022;25.08.2023;10.1016/j.jocrd.2023.100845;10.1016/j.jocrd.2023.100845;TRUE;Hybrid;Elsevier;Journal of Obsessive-Compulsive and Related Disorders;2211-3649;;CC BY-NC-ND;
University of Basel;;12.10.2022;02.05.2023;10.1016/j.tine.2023.100203;10.1016/j.tine.2023.100203;TRUE;Hybrid;Elsevier;Trends in Neuroscience and Education;2211-9493;;CC BY;
University of Basel;;17.11.2022;27.04.2023;10.1016/j.erss.2023.103114;10.1016/j.erss.2023.103114;TRUE;Hybrid;Elsevier;Energy Research & Social Science;2214-6296;;CC BY;
University of Basel;;07.11.2022;20.07.2023;10.1016/j.jcpx.2023.100131;10.1016/j.jcpx.2023.100131;FALSE;Full Open Access;Elsevier;Journal of Computational Physics: X;2590-0552;;CC BY;
University of Basel;;02.12.2022;22.03.2023;10.1016/j.jse.2023.03.025;10.1016/j.jse.2023.03.025;TRUE;Hybrid;Society;Journal of Shoulder and Elbow Surgery;1058-2746;;CC BY;
University of Basel;;31.12.2022;26.06.2023;10.1016/j.jcomm.2023.100346;10.1016/j.jcomm.2023.100346;TRUE;Hybrid;Elsevier;Journal of Commodity Markets;2405-8513;;CC BY;
University of Basel;;18.12.2022;09.05.2023;10.1016/j.ygyno.2023.05.005;10.1016/j.ygyno.2023.05.005;TRUE;Hybrid;Elsevier;Gynecologic Oncology;0090-8258;;CC BY;
University of Basel;;03.11.2022;12.09.2023;10.1016/j.socec.2023.102103;10.1016/j.socec.2023.102103;TRUE;Hybrid;Elsevier;Journal of Behavioral and Experimental Economics;2214-8043;;CC BY;
University of Basel;;05.07.2022;01.05.2023;10.1016/j.jpsychires.2023.05.023;10.1016/j.jpsychires.2023.05.023;TRUE;Hybrid;Elsevier;Journal of Psychiatric Research;0022-3956;;CC BY;
University of Bern;;22.09.2022;30.05.2023;10.1016/j.jmaa.2023.127475;10.1016/j.jmaa.2023.127475;TRUE;Hybrid;Elsevier;Journal of Mathematical Analysis and Applications;0022-247X;;CC BY;
University of Bern;;25.07.2022;15.04.2024;10.1016/j.worlddev.2024.106634;10.1016/j.worlddev.2024.106634;TRUE;Hybrid;Elsevier;World Development;0305-750X;;CC BY;
University of Bern;;29.12.2022;02.06.2023;10.1016/j.giq.2023.101840;10.1016/j.giq.2023.101840;TRUE;Hybrid;Elsevier;Government Information Quarterly;0740-624X;;CC BY;
University of Bern;;16.05.2022;18.10.2023;10.1016/j.artint.2023.104035;10.1016/j.artint.2023.104035;TRUE;Hybrid;Elsevier;Artificial Intelligence;0004-3702;;CC BY-NC;
University of Bern;;29.10.2022;24.11.2023;10.1016/j.chemgeo.2023.121860;10.1016/j.chemgeo.2023.121860;TRUE;Hybrid;Elsevier;Chemical Geology;0009-2541;;CC BY;
University of Bern;;09.06.2022;07.11.2023;10.1016/j.jalgebra.2023.11.003;10.1016/j.jalgebra.2023.11.003;TRUE;Hybrid;Elsevier;Journal of Algebra;0021-8693;;CC BY;
University of Bern;;01.11.2022;19.01.2024;10.1016/j.jpaa.2024.107627;10.1016/j.jpaa.2024.107627;TRUE;Hybrid;Elsevier;Journal of Pure and Applied Algebra;0022-4049;;CC BY;
University of Bern;;25.08.2022;28.05.2023;10.1016/j.shpsa.2023.05.005;10.1016/j.shpsa.2023.05.005;TRUE;Hybrid;Elsevier;Studies in History and Philosophy of Science;0039-3681;;CC BY;
University of Bern;;28.09.2022;11.01.2024;10.1016/j.spl.2024.110045;10.1016/j.spl.2024.110045;TRUE;Hybrid;Elsevier;Statistics and Probability Letters;0167-7152;;CC BY;
University of Bern;;02.02.2022;20.02.2024;10.1016/j.apal.2024.103425;10.1016/j.apal.2024.103425;TRUE;Hybrid;Elsevier;Annals of Pure and Applied Logic;0168-0072;;CC BY;
University of Bern;;19.12.2022;09.11.2023;10.1016/j.emj.2023.11.003;10.1016/j.emj.2023.11.003;TRUE;Hybrid;Society;European Management Journal;0263-2373;;CC BY;
University of Bern;;04.10.2022;24.11.2023;10.1016/j.ijhm.2023.103648;10.1016/j.ijhm.2023.103648;TRUE;Hybrid;Elsevier;International Journal of Hospitality Management;0278-4319;;CC BY;
University of Bern;;07.12.2022;12.05.2023;10.1016/j.jdent.2023.104548;10.1016/j.jdent.2023.104548;TRUE;Hybrid;Elsevier;Journal of Dentistry;0300-5712;;CC BY;
University of Bern;;28.11.2022;03.06.2023;10.1016/j.biopsycho.2023.108600;10.1016/j.biopsycho.2023.108600;TRUE;Hybrid;Elsevier;Biological Psychology;0301-0511;;CC BY;
University of Bern;;04.11.2022;06.07.2023;10.1016/j.jcorpfin.2023.102451;10.1016/j.jcorpfin.2023.102451;TRUE;Hybrid;Elsevier;Journal of Corporate Finance;0929-1199;;CC BY;
University of Bern;;17.10.2022;18.08.2023;10.1016/j.renene.2023.119206;10.1016/j.renene.2023.119206;TRUE;Hybrid;Elsevier;Renewable Energy;0960-1481;;CC BY;
University of Bern;;30.12.2022;19.09.2023;10.1016/j.gaitpost.2023.09.011;10.1016/j.gaitpost.2023.09.011;TRUE;Hybrid;Elsevier;Gait & Posture;0966-6362;;CC BY;
University of Bern;;23.08.2022;18.04.2023;10.1016/j.clinph.2023.04.013;10.1016/j.clinph.2023.04.013;TRUE;Hybrid;Society;Clinical Neurophysiology;1388-2457;;CC BY;
University of Bern;;08.09.2022;18.09.2023;10.1016/j.socec.2023.102105;10.1016/j.socec.2023.102105;TRUE;Hybrid;Elsevier;Journal of Behavioral and Experimental Economics;2214-8043;;CC BY;
University of Bern;;29.11.2022;08.01.2024;10.1016/j.socec.2024.102166;10.1016/j.socec.2024.102166;TRUE;Hybrid;Elsevier;Journal of Behavioral and Experimental Economics;2214-8043;;CC BY;
University of Bern;;02.07.2022;11.04.2024;10.1016/j.ara.2024.100524;10.1016/j.ara.2024.100524;TRUE;Hybrid;Elsevier;Archaeological Research in Asia;2352-2267;;CC BY;
University of Bern;;05.08.2022;25.07.2023;10.1016/j.worlddev.2023.106359;10.1016/j.worlddev.2023.106359;TRUE;Hybrid;Elsevier;World Development;0305-750X;;CC BY;
University of Bern;;09.10.2022;12.06.2023;10.1016/j.tra.2023.103748;10.1016/j.tra.2023.103748;TRUE;Hybrid;Elsevier;Transportation Research Part A;0965-8564;;CC BY;
University of Bern;;19.08.2022;02.08.2023;10.1016/j.cmpb.2023.107744;10.1016/j.cmpb.2023.107744;TRUE;Hybrid;Elsevier;Computer Methods and Programs in Biomedicine;0169-2607;;CC BY;
University of Bern;;25.10.2022;09.08.2023;10.1016/j.jsc.2023.102260;10.1016/j.jsc.2023.102260;TRUE;Hybrid;Elsevier;Journal of Symbolic Computation;0747-7171;;CC BY;
University of Bern;;29.04.2022;07.09.2022;10.3168/jds.2022-22243;10.3168/jds.2022-22243;FALSE;Full Open Access;Society;Journal of Dairy Science;0022-0302;;CC BY;
University of Bern;;11.08.2022;31.10.2022;10.3168/jds.2022-22641;10.3168/jds.2022-22641;FALSE;Full Open Access;Society;Journal of Dairy Science;0022-0302;;CC BY;
University of Bern;;01.11.2022;07.06.2023;10.1016/j.beproc.2023.104904;10.1016/j.beproc.2023.104904;TRUE;Hybrid;Elsevier;Behavioural Processes;0376-6357;;CC BY;
University of Bern;;29.11.2022;05.06.2023;10.1016/j.japr.2023.100358;10.1016/j.japr.2023.100358;FALSE;Full Open Access;Society;Journal of Applied Poultry Research;1056-6171;;CC BY;
University of Fribourg;;07.09.2022;07.08.2023;10.1016/j.bandl.2023.105312;10.1016/j.bandl.2023.105312;TRUE;Hybrid;Elsevier;Brain and Language;0093-934X;;CC BY;
University of Fribourg;;03.09.2022;12.08.2023;10.1016/j.tate.2023.104304;10.1016/j.tate.2023.104304;TRUE;Hybrid;Elsevier;Teaching and Teacher Education;0742-051X;;CC BY;
University of Fribourg;;17.05.2022;10.11.2023;10.1016/j.apergo.2023.104179;10.1016/j.apergo.2023.104179;TRUE;Hybrid;Society;Applied Ergonomics;0003-6870;;CC BY;
University of Fribourg;;07.12.2022;24.07.2023;10.1016/j.earscirev.2023.104519;10.1016/j.earscirev.2023.104519;TRUE;Hybrid;Elsevier;Earth-Science Reviews;0012-8252;;CC BY;
University of Fribourg;;26.11.2022;26.04.2023;10.1016/j.neuropsychologia.2023.108572;10.1016/j.neuropsychologia.2023.108572;TRUE;Hybrid;Elsevier;Neuropsychologia;0028-3932;;CC BY-NC-ND;
University of Fribourg;;09.08.2022;04.07.2023;10.1016/j.ridd.2023.104569;10.1016/j.ridd.2023.104569;TRUE;Hybrid;Elsevier;Research in Developmental Disabilities;0891-4222;;CC BY-NC-ND;
University of Fribourg;;15.12.2022;19.07.2023;10.1016/j.ijhcs.2023.103116;10.1016/j.ijhcs.2023.103116;TRUE;Hybrid;Elsevier;International Journal of Human - Computer Studies;1071-5819;;CC BY;
University of Fribourg;;21.12.2022;13.07.2023;10.1016/j.preteyeres.2023.101205;10.1016/j.preteyeres.2023.101205;TRUE;Hybrid;Elsevier;Progress in Retinal and Eye Research;1350-9462;;CC BY;
University of Fribourg;;14.12.2022;11.07.2023;10.1016/j.cois.2023.101085;10.1016/j.cois.2023.101085;TRUE;Hybrid;Elsevier;Current Opinion in Insect Science;2214-5745;;CC BY;
University of Fribourg;;19.11.2022;17.05.2023;10.1016/j.ecolind.2023.110380;10.1016/j.ecolind.2023.110380;FALSE;Full Open Access;Elsevier;Ecological Indicators;1470-160X;;CC BY;
