Institute Name;APC Payment Year;DOI;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Journal ISSN print;Journal ISSN electronic;journal_issn_l ;Article License;agreement
ETH Zurich;2021;10.1016/j.eneco.2022.105980;TRUE;Hybrid;Elsevier;Energy Economics;;;0140-9883;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.eml.2022.101708;TRUE;Hybrid;Elsevier;Extreme Mechanics Letters;;;2352-4316;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117513;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY-NC;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cemconres.2022.106789;TRUE;Hybrid;Elsevier;Cement and Concrete Research;;;0008-8846;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.telpol.2022.102348;TRUE;Hybrid;Elsevier;Telecommunications Policy;;;0308-5961;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.carbon.2022.03.062;TRUE;Hybrid;Elsevier;Carbon;;;0008-6223;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.suscom.2022.100734;TRUE;Hybrid;Elsevier;Sustainable Computing: Informatics and Systems;;;2210-5379;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.matdes.2022.110614;FALSE;Full;Elsevier;Materials & Design;;;0264-1275;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cemconres.2022.106802;TRUE;Hybrid;Elsevier;Cement and Concrete Research;;;0008-8846;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117527;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.forsciint.2022.111292;TRUE;Hybrid;Elsevier;Forensic Science International;;;0379-0738;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.scr.2022.102780;FALSE;Full;Elsevier;Stem Cell Research;;;1873-5061;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aim.2022.108380;FALSE;Full;Elsevier;Advances in Mathematics;;;0001-8708;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.media.2022.102445;TRUE;Hybrid;Elsevier;Medical Image Analysis;;;1361-8415;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.intell.2022.101649;TRUE;Hybrid;Elsevier;Intelligence;;;0160-2896;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.apsoil.2022.104499;TRUE;Hybrid;Elsevier;Applied Soil Ecology;;;0929-1393;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.respol.2022.104534;TRUE;Hybrid;Elsevier;Research Policy;;;0048-7333;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jhydrol.2022.127793;TRUE;Hybrid;Elsevier;Journal of Hydrology;;;0022-1694;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.apenergy.2022.119102;TRUE;Hybrid;Elsevier;Applied Energy;;;0306-2619;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.compchemeng.2022.107798;TRUE;Hybrid;Elsevier;Computers and Chemical Engineering;;;0098-1354;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117538;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.engstruct.2022.114270;TRUE;Hybrid;Elsevier;Engineering Structures;;;0141-0296;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.rser.2022.112464;TRUE;Hybrid;Elsevier;Renewable and Sustainable Energy Reviews;;;1364-0321;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ijimpeng.2022.104240;TRUE;Hybrid;Elsevier;International Journal of Impact Engineering;;;0734-743X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jclepro.2022.131750;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY-NC;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ijrefrig.2022.04.015;TRUE;Hybrid;Elsevier;International Journal of Refrigeration;;;0140-7007;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jclepro.2022.131774;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY-NC;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.bone.2022.116424;TRUE;Hybrid;Elsevier;Bone;;;8756-3282;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.fcr.2022.108550;TRUE;Hybrid;Elsevier;Field Crops Research;;;0378-4290;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.advwatres.2022.104213;TRUE;Hybrid;Elsevier;Advances in Water Resources;;;0309-1708;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.apenergy.2022.119192;TRUE;Hybrid;Elsevier;Applied Energy;;;0306-2619;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aei.2022.101621;TRUE;Hybrid;Elsevier;Advanced Engineering Informatics;;;1474-0346;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gde.2022.101916;TRUE;Hybrid;Elsevier;Current Opinion in Genetics & Development;;;0959-437X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.trb.2022.04.006;TRUE;Hybrid;Elsevier;Transportation Research Part B;;;0191-2615;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epidem.2022.100572;FALSE;Full;Elsevier;Epidemics;;;1755-4365;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ecolecon.2022.107463;TRUE;Hybrid;Elsevier;Ecological Economics;;;0921-8009;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.tre.2022.102728;TRUE;Hybrid;Elsevier;Transportation Research Part E;;;1366-5545;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.agee.2022.108009;TRUE;Hybrid;Elsevier;Agriculture, Ecosystems and Environment;;;0167-8809;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ultramic.2022.113547;TRUE;Hybrid;Elsevier;Ultramicroscopy;;;0304-3991;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.worlddev.2022.105952;TRUE;Hybrid;Elsevier;World Development;;;0305-750X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117592;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.baae.2022.05.004;FALSE;Full;Elsevier;Basic and Applied Ecology;;;1439-1791;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.clinbiomech.2022.105667;TRUE;Hybrid;Elsevier;Clinical Biomechanics;;;0268-0033;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jclepro.2022.132221;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY-NC;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.agsy.2022.103435;TRUE;Hybrid;Elsevier;Agricultural Systems;;;0308-521X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cma.2022.115140;TRUE;Hybrid;Elsevier;Computer Methods in Applied Mechanics and Engineering;;;0045-7825;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.foodqual.2022.104633;TRUE;Hybrid;Elsevier;Food Quality and Preference;;;0950-3293;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.compmedimag.2022.102075;TRUE;Hybrid;Elsevier;Computerized Medical Imaging and Graphics;;;0895-6111;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.asr.2022.05.042;TRUE;Hybrid;Elsevier;Advances in Space Research;;;0273-1177;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jvolgeores.2022.107590;TRUE;Hybrid;Elsevier;Journal of Volcanology and Geothermal Research;;;0377-0273;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.physa.2022.127618;TRUE;Hybrid;Elsevier;Physica A: Statistical Mechanics and its Applications;;;0378-4371;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.resconrec.2022.106436;TRUE;Hybrid;Elsevier;Resources, Conservation & Recycling;;;0921-3449;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.coche.2022.100849;TRUE;Hybrid;Elsevier;Current Opinion in Chemical Engineering;;;2211-3398;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ascom.2022.100603;TRUE;Hybrid;Elsevier;Astronomy and Computing;;;2213-1337;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ejor.2022.06.016;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.omega.2022.102711;TRUE;Hybrid;Elsevier;Omega;;;0305-0483;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.anifeedsci.2022.115362;TRUE;Hybrid;Elsevier;Animal Feed Science and Technology;;;0377-8401;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jctb.2022.06.001;TRUE;Hybrid;Elsevier;Journal of Combinatorial Theory, Series B;;;0095-8956;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jclepro.2022.132708;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.worlddev.2022.106006;TRUE;Hybrid;Elsevier;World Development;;;0305-750X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.pmcj.2022.101640;TRUE;Hybrid;Elsevier;Pervasive and Mobile Computing;;;1574-1192;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.rset.2022.100026;FALSE;Full;Elsevier;Renewable and Sustainable Energy Transition;;;2667-095X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ymben.2022.06.003;TRUE;Hybrid;Elsevier;Metabolic Engineering;;;1096-7176;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jconrel.2022.06.032;TRUE;Hybrid;Elsevier;Journal of Controlled Release;;;0168-3659;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ijsolstr.2022.111813;TRUE;Hybrid;Elsevier;International Journal of Solids and Structures;;;0020-7683;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ssci.2022.105864;TRUE;Hybrid;Elsevier;Safety Science;;;0925-7535;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.agee.2022.108078;TRUE;Hybrid;Elsevier;Agriculture, Ecosystems and Environment;;;0167-8809;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jsg.2022.104667;TRUE;Hybrid;Elsevier;Journal of Structural Geology;;;0191-8141;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gca.2022.06.027;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;;;0016-7037;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jbiomech.2022.111211;TRUE;Hybrid;Elsevier;Journal of Biomechanics;;;0021-9290;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117706;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108287;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108378;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108405;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108551;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108607;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsr.2022.108426;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.geothermics.2022.102516;TRUE;Hybrid;Elsevier;Geothermics;;;0375-6505;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gca.2022.07.005;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;;;0016-7037;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gca.2022.07.011;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;;;0016-7037;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.envsoft.2022.105462;TRUE;Hybrid;Elsevier;Environmental Modelling and Software;;;1364-8152;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.etran.2022.100196;TRUE;Hybrid;Elsevier;eTransportation;;;2590-1168;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.bspc.2022.104014;TRUE;Hybrid;Elsevier;Biomedical Signal Processing and Control;;;1746-8094;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cities.2022.103876;TRUE;Hybrid;Elsevier;Cities;;;0264-2751;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aim.2022.108595;FALSE;Full;Elsevier;Advances in Mathematics;;;0001-8708;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.softx.2022.101160;FALSE;Full;Elsevier;SoftwareX;;;2352-7110;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ejor.2022.07.052;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ijmultiphaseflow.2022.104221;TRUE;Hybrid;Elsevier;International Journal of Multiphase Flow;;;0301-9322;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ymssp.2022.109654;TRUE;Hybrid;Elsevier;Mechanical Systems and Signal Processing;;;0888-3270;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cbpa.2022.102206;TRUE;Hybrid;Elsevier;Current Opinion in Chemical Biology;;;1367-5931;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cie.2022.108578;TRUE;Hybrid;Elsevier;Computers & Industrial Engineering;;;0360-8352;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ress.2022.108747;TRUE;Hybrid;Elsevier;Reliability Engineering and System Safety;;;0951-8320;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jctb.2022.08.005;TRUE;Hybrid;Elsevier;Journal of Combinatorial Theory, Series B;;;0095-8956;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.tbs.2022.08.010;TRUE;Hybrid;Elsevier;Travel Behaviour and Society;;;2214-367X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.compchemeng.2022.107974;TRUE;Hybrid;Elsevier;Computers and Chemical Engineering;;;0098-1354;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.learninstruc.2022.101688;TRUE;Hybrid;Elsevier;Learning and Instruction;;;0959-4752;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.resconrec.2022.106642;TRUE;Hybrid;Elsevier;Resources, Conservation & Recycling;;;0921-3449;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.resconrec.2022.106661;TRUE;Hybrid;Elsevier;Resources, Conservation & Recycling;;;0921-3449;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.tra.2022.09.001;TRUE;Hybrid;Elsevier;Transportation Research Part A;;;0965-8564;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.agrformet.2022.109166;TRUE;Hybrid;Elsevier;Agricultural and Forest Meteorology;;;0168-1923;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.rse.2022.113282;TRUE;Hybrid;Elsevier;Remote Sensing of Environment;;;0034-4257;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jcp.2022.111667;TRUE;Hybrid;Elsevier;Journal of Computational Physics;;;0021-9991;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.precisioneng.2022.09.013;TRUE;Hybrid;Elsevier;Precision Engineering;;;0141-6359;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.proci.2022.08.050;TRUE;Hybrid;Elsevier;Proceedings of the Combustion Institute;;;1540-7489;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.apal.2022.103200;TRUE;Hybrid;Elsevier;Annals of Pure and Applied Logic;;;0168-0072;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.envsoft.2022.105560;TRUE;Hybrid;Elsevier;Environmental Modelling and Software;;;1364-8152;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jctb.2022.10.002;TRUE;Hybrid;Elsevier;Journal of Combinatorial Theory, Series B;;;0095-8956;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.nimb.2022.11.009;TRUE;Hybrid;Elsevier;Nuclear Inst. and Methods in Physics Research, B;;;0168-583X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.tecto.2022.229659;TRUE;Hybrid;Elsevier;Tectonophysics;;;0040-1951;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.urbmob.2022.100038;FALSE;Full;Elsevier;Journal of Urban Mobility;;;2667-0917;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ecolecon.2022.107735;TRUE;Hybrid;Elsevier;Ecological Economics;;;0921-8009;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.acha.2023.01.002;TRUE;Hybrid;Elsevier;Applied and Computational Harmonic Analysis;;;1063-5203;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gloenvcha.2023.102637;TRUE;Hybrid;Elsevier;Global Environmental Change;;;0959-3780;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jue.2023.103544;TRUE;Hybrid;Elsevier;Journal of Urban Economics;;;0094-1190;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jinteco.2023.103734;TRUE;Hybrid;Elsevier;Journal of International Economics;;;0022-1996;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.media.2023.102792;TRUE;Hybrid;Elsevier;Medical Image Analysis;;;1361-8415;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jebo.2023.03.006;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.gloenvcha.2023.102671;TRUE;Hybrid;Elsevier;Global Environmental Change;;;0959-3780;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ejor.2023.04.018;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY;Swiss Consortium Elsevier agreement
Forschungsinstitut für biologischen Landbau FiBL;2021;10.1016/j.ecolecon.2022.107428;TRUE;Hybrid;Elsevier;Ecological Economics;;;0921-8009;;CC BY;Swiss Consortium Elsevier agreement
Forschungsinstitut für biologischen Landbau FiBL;2021;10.1016/j.scitotenv.2022.155223;TRUE;Hybrid;Elsevier;Science of the Total Environment;;;0048-9697;;CC BY;Swiss Consortium Elsevier agreement
Forschungsinstitut für biologischen Landbau FiBL;2021;10.1016/j.jclepro.2022.131916;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Forschungsinstitut für biologischen Landbau FiBL;2021;10.1016/j.cropro.2022.106009;TRUE;Hybrid;Elsevier;Crop Protection;;;0261-2194;;CC BY;Swiss Consortium Elsevier agreement
Forschungsinstitut für biologischen Landbau FiBL;2021;10.1016/j.applanim.2022.105644;TRUE;Hybrid;Elsevier;Applied Animal Behaviour Science;;;0168-1591;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Lucerne University of Applied Sciences and Arts;2021;10.1016/j.enbuild.2022.112141;TRUE;Hybrid;Elsevier;Energy & Buildings;;;0378-7788;;CC BY;Swiss Consortium Elsevier agreement
Lucerne University of Applied Sciences and Arts;2021;10.1016/j.polymer.2022.124926;TRUE;Hybrid;Elsevier;Polymer;;;0032-3861;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Lucerne University of Applied Sciences and Arts;2021;10.1016/j.jebo.2022.05.026;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Lucerne University of Applied Sciences and Arts;2021;10.1016/j.ejor.2022.06.035;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY;Swiss Consortium Elsevier agreement
Lucerne University of Applied Sciences and Arts;2021;10.1016/j.trb.2022.06.006;TRUE;Hybrid;Elsevier;Transportation Research Part B;;;0191-2615;;CC BY;Swiss Consortium Elsevier agreement
OST University of Applied Science of Eastern Switzerland;2021;10.1016/j.ijrefrig.2022.07.011;TRUE;Hybrid;Elsevier;International Journal of Refrigeration;;;0140-7007;;CC BY;Swiss Consortium Elsevier agreement
Pädagogische Hochschule Bern;2021;10.1016/j.baae.2022.06.001;FALSE;Full;Elsevier;Basic and Applied Ecology;;;1439-1791;;CC BY;Swiss Consortium Elsevier agreement
Pädagogische Hochschule Graubünden;2021;10.1016/j.lindif.2022.102225;TRUE;Hybrid;Elsevier;Learning and Individual Differences;;;1041-6080;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Pädagogische Hochschule Thurgau;2021;10.1016/j.ecresq.2023.01.012;TRUE;Hybrid;Elsevier;Early Childhood Research Quarterly;;;0885-2006;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.ijepes.2022.108121;TRUE;Hybrid;Elsevier;International Journal of Electrical Power and Energy Systems;;;0142-0615;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.optmat.2022.112237;TRUE;Hybrid;Elsevier;Optical Materials;;;0925-3467;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.aeaoa.2022.100165;FALSE;Full;Elsevier;Atmospheric Environment: X;;;2590-1621;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.nucengdes.2022.111740;TRUE;Hybrid;Elsevier;Nuclear Engineering and Design;;;0029-5493;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.erss.2022.102596;TRUE;Hybrid;Elsevier;Energy Research & Social Science;;;2214-6296;;CC BY-NC;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.atmosenv.2022.119099;TRUE;Hybrid;Elsevier;Atmospheric Environment;;;1352-2310;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.scitotenv.2022.155068;TRUE;Hybrid;Elsevier;Science of the Total Environment;;;0048-9697;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.jclepro.2022.132071;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;;;0959-6526;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.actamat.2022.117991;TRUE;Hybrid;Elsevier;Acta Materialia;;;1359-6454;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.pnucene.2022.104283;TRUE;Hybrid;Elsevier;Progress in Nuclear Energy;;;0149-1970;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.envint.2022.107325;FALSE;Full;Elsevier;Environment International;;;0160-4120;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.matdes.2022.110789;FALSE;Full;Elsevier;Materials & Design;;;0264-1275;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.biombioe.2022.106529;TRUE;Hybrid;Elsevier;Biomass and Bioenergy;;;0961-9534;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.cpc.2022.108475;TRUE;Hybrid;Elsevier;Computer Physics Communications;;;0010-4655;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.ijthermalsci.2022.107892;TRUE;Hybrid;Elsevier;International Journal of Thermal Sciences;;;1290-0729;;CC BY;Swiss Consortium Elsevier agreement
PSI - Paul Scherrer Institute;2021;10.1016/j.ssci.2022.106009;TRUE;Hybrid;Elsevier;Safety Science;;;0925-7535;;CC BY;Swiss Consortium Elsevier agreement
Swiss Federal University for Vocational Education and Training;2021;10.1016/j.paid.2022.111646;TRUE;Hybrid;Elsevier;Personality and Individual Differences;;;0191-8869;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Swiss Federal University for Vocational Education and Training;2021;10.1016/j.ejpoleco.2022.102226;TRUE;Hybrid;Elsevier;European Journal of Political Economy;;;0176-2680;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
